rep,demeaned_pearson,pearson,top1_acc,avg_rank,mse,r2
SC_linear_ref,0.08469865471124649,0.8292235136032104,0.05128205128205128,0.7128073635765944,0.014294767286628485,-0.05715753138065338
sink_linear,0.09416292980313301,0.8288211524486542,0.04871794871794872,0.722853385930309,0.014306543860584497,-0.05738305114209652
sink_residual,0.09589336812496185,0.8179395198822021,0.051138147566719,0.725706771860618,0.015177833382040262,-0.11913132667541504
