rep,target,variant,seed,pearson,spearman,r2
SC,CogCrystalComp_Unadj,final,7,0.15351901486061548,0.11939253488587548,-0.09644331938234507
r2t,CogCrystalComp_Unadj,template,7,0.15327192463066655,0.13862235590078067,-0.039745759432525896
r2t,CogCrystalComp_Unadj,final,7,0.14933636023106595,0.13204559275623853,-0.15041147564831014
r2t_corr,CogCrystalComp_Unadj,template,7,0.05825423846725959,0.05782341436204163,-0.04768215638319462
r2t_corr,CogCrystalComp_Unadj,final,7,0.05635745429777494,0.05817513929342537,-0.1187729116890599
SC_r2t,CogCrystalComp_Unadj,template,7,0.1532724624007155,0.13862235590078067,-0.03974515231846221
SC_r2t,CogCrystalComp_Unadj,final,7,0.14933677356077985,0.13204559275623853,-0.15041036792785656
FC,CogCrystalComp_Unadj,template,7,0.420865753134951,0.37423697056674093,0.15021859365895118
FC,CogCrystalComp_Unadj,final,7,0.4201513797951218,0.37490590536614826,0.16645800939414934
bv+demo,CogTotalComp_Unadj,template,8,0.305121263311912,0.2904645360785182,0.0881182457987526
bv+demo,CogTotalComp_Unadj,final,8,0.25212300920187436,0.19993947137213042,0.021662514517670317
SC,CogTotalComp_Unadj,template,8,0.10357868047428126,0.044695394314830744,-0.0148055778863736
SC,CogTotalComp_Unadj,final,8,0.10326184784527631,0.047631965562797925,-0.11298889755285768
r2t,CogTotalComp_Unadj,template,8,0.1731628942190011,0.15758383936803563,0.029432568785652036
r2t,CogTotalComp_Unadj,final,8,0.1714275547537943,0.15233548122826518,-0.02089222731080098
r2t_corr,CogTotalComp_Unadj,template,8,0.16519091163187266,0.16860276346765382,0.022659892579085295
r2t_corr,CogTotalComp_Unadj,final,8,0.16991884992883693,0.17350693918055515,-0.04356033791870684
SC_r2t,CogTotalComp_Unadj,template,8,0.17316392276326736,0.1575702755285531,0.029432937836373685
SC_r2t,CogTotalComp_Unadj,final,8,0.17142866118885086,0.15233548122826518,-0.020891454799265796
FC,CogTotalComp_Unadj,template,8,0.35182091059326914,0.251627024940204,0.12026503643939512
FC,CogTotalComp_Unadj,final,8,0.35354706207111564,0.2507996307317698,0.06999779426711095
bv+demo,CogFluidComp_Unadj,template,8,0.26353103868876554,0.28875802648730453,0.06713798305230445
bv+demo,CogFluidComp_Unadj,final,8,0.21550494679133042,0.21557285222771763,0.027119649479757202
SC,CogFluidComp_Unadj,template,8,0.07989561913388085,0.057524920302708046,-0.006273156818282111
SC,CogFluidComp_Unadj,final,8,0.0801474503514483,0.06107100606580143,-0.09103120668002718
r2t,CogFluidComp_Unadj,template,8,0.08463793014971059,0.07310040051435394,0.0015003240916052762
r2t,CogFluidComp_Unadj,final,8,0.08089080977628645,0.06741971184629542,-0.0741888408105218
r2t_corr,CogFluidComp_Unadj,template,8,0.11559365844859684,0.11020841201516357,0.0034212515695339896
r2t_corr,CogFluidComp_Unadj,final,8,0.11877426900649458,0.1151744580109085,-0.07891673751909112
SC_r2t,CogFluidComp_Unadj,template,8,0.08463947042697079,0.07326316610520116,0.0015008327173084979
SC_r2t,CogFluidComp_Unadj,final,8,0.08089226833316994,0.06741971184629542,-0.07418733340169359
FC,CogFluidComp_Unadj,template,8,0.2966691426009862,0.2312229333351685,0.08545353991402649
FC,CogFluidComp_Unadj,final,8,0.2931210459290654,0.22922396842257606,0.041124300629365784
bv+demo,CogCrystalComp_Unadj,template,8,0.3088063446553771,0.28324943871436614,0.08543953404004556
bv+demo,CogCrystalComp_Unadj,final,8,0.28849317332899327,0.2476232555006729,0.045759027603966884
SC,CogCrystalComp_Unadj,template,8,0.146324470945435,0.13149384213136578,0.014721712443029666
SC,CogCrystalComp_Unadj,final,8,0.14742025207290463,0.13252962813312671,-0.04817819837994497
r2t,CogCrystalComp_Unadj,template,8,0.2082191266990354,0.2058163430045968,0.04145409825923685
r2t,CogCrystalComp_Unadj,final,8,0.21526701180859809,0.2073530286431468,0.019759192819843285
r2t_corr,CogCrystalComp_Unadj,template,8,0.17173882528963813,0.15101678984893183,0.018604961256910024
r2t_corr,CogCrystalComp_Unadj,final,8,0.17456364512636613,0.15330199271531691,0.015259088143025235
SC_r2t,CogCrystalComp_Unadj,template,8,0.2082195772629787,0.2058163430045968,0.041454224564677955
SC_r2t,CogCrystalComp_Unadj,final,8,0.2152673747006634,0.2073530286431468,0.01975959572563546
FC,CogCrystalComp_Unadj,template,8,0.42476531450676414,0.3712127557061004,0.1794367233650147
FC,CogCrystalComp_Unadj,final,8,0.4256593291570936,0.3729590261684443,0.1617069131464216
bv+demo,CogTotalComp_Unadj,template,9,0.40825234595062676,0.3497156679258737,0.16234201378309998
bv+demo,CogTotalComp_Unadj,final,9,0.372430113593613,0.32102769030813577,0.11895086958532974
SC,CogTotalComp_Unadj,template,9,0.3002498440015499,0.27968885409929384,0.053887722323218035
SC,CogTotalComp_Unadj,final,9,0.29042728000041806,0.2699325349061292,0.07883361763455443
r2t,CogTotalComp_Unadj,template,9,0.17182294608505982,0.1748677958964375,0.01672578753614118
r2t,CogTotalComp_Unadj,final,9,0.17834422621030618,0.1769853044813287,-0.058600718102068905
r2t_corr,CogTotalComp_Unadj,template,9,0.03100372889603438,0.014518123406459766,-0.028173230216413492
r2t_corr,CogTotalComp_Unadj,final,9,0.026510642860157498,0.003427702078892433,-0.12623499840338193
SC_r2t,CogTotalComp_Unadj,template,9,0.17182548312710866,0.1748677958964375,0.016726965730702426
SC_r2t,CogTotalComp_Unadj,final,9,0.17834646389771283,0.1769853044813287,-0.058598559149084295
FC,CogTotalComp_Unadj,template,9,0.49537284950602517,0.4453095848431183,0.207790653104033
FC,CogTotalComp_Unadj,final,9,0.4970382533634792,0.4499343128514448,0.23276700879617807
bv+demo,CogFluidComp_Unadj,template,9,0.3442703221941775,0.3002178286404794,0.1156735597647418
bv+demo,CogFluidComp_Unadj,final,9,0.316375004664603,0.2997819322977425,0.09478800326976777
SC,CogFluidComp_Unadj,template,9,0.2112625583177942,0.21208787574779628,0.02053409624639846
SC,CogFluidComp_Unadj,final,9,0.19996635241302949,0.1984125244905618,0.033223101536492106
r2t,CogFluidComp_Unadj,template,9,0.10284920775469941,0.1067842444596432,-0.0013922282048433043
r2t,CogFluidComp_Unadj,final,9,0.1068136083888712,0.11357530228926574,-0.09099441588717161
r2t_corr,CogFluidComp_Unadj,template,9,0.05775308341652796,0.047531029723734554,-0.007059139546603532
r2t_corr,CogFluidComp_Unadj,final,9,0.0543715679742382,0.046580345378423635,-0.0786521275538532
SC_r2t,CogFluidComp_Unadj,template,9,0.10285129574029547,0.1067842444596432,-0.0013914040000844174
SC_r2t,CogFluidComp_Unadj,final,9,0.10681524675629119,0.11357530228926574,-0.09099275009392604
FC,CogFluidComp_Unadj,template,9,0.3361421260286335,0.33113698421303916,0.09208690231513161
FC,CogFluidComp_Unadj,final,9,0.33644392282792696,0.3348982835507321,0.09964306620160024
bv+demo,CogCrystalComp_Unadj,template,9,0.3337614125763945,0.3328764525240716,0.08102424866849567
bv+demo,CogCrystalComp_Unadj,final,9,0.28830422628513536,0.2811960608388273,0.004483154683467827
SC,CogCrystalComp_Unadj,template,9,0.2798971126428214,0.24984819338297884,0.06280733074461853
SC,CogCrystalComp_Unadj,final,9,0.2825978602522267,0.2537202582558236,0.0688135403532032
r2t,CogCrystalComp_Unadj,template,9,0.24333902462157853,0.21782217667691617,0.05130412008605545
r2t,CogCrystalComp_Unadj,final,9,0.2462488477845248,0.21873062573125718,0.012611499269570725
r2t_corr,CogCrystalComp_Unadj,template,9,-0.010780241059742506,0.003467247224068245,-0.03086599624556552
r2t_corr,CogCrystalComp_Unadj,final,9,-0.006625016226476822,0.012261671578197676,-0.13821040480788538
SC_r2t,CogCrystalComp_Unadj,template,9,0.2433385145445307,0.21794170944722419,0.0513038854416068
SC_r2t,CogCrystalComp_Unadj,final,9,0.24624835967261025,0.21873062573125718,0.012611212213472944
FC,CogCrystalComp_Unadj,template,9,0.5425150422923234,0.4960554185823752,0.26539304018151755
FC,CogCrystalComp_Unadj,final,9,0.5393327001943576,0.494584368622451,0.2859175155681407
