rep,estimator,target,seed,pearson,spearman,r2
FC,HGB,CogCrystalComp_Unadj,4,0.2864016300221831,0.22325037104123477,0.06649711684868964
FC,KR,CogCrystalComp_Unadj,4,0.33525219795948275,0.2569272667847628,-4.267497460012349
SC_r2t,linear_BR,CogCrystalComp_Unadj,4,0.174344936993279,0.1624922546453831,-0.18366305407745154
SC_r2t,HGB,CogCrystalComp_Unadj,4,0.19575410891397976,0.18544891844712677,0.03295217218525959
SC_r2t,KR,CogCrystalComp_Unadj,4,-0.03284794642188555,-0.03471070576903702,-0.569671852332744
bv+demo,linear_BR,CogTotalComp_Unadj,5,0.5100536712428542,0.5081836893557293,0.2088214733840178
bv+demo,HGB,CogTotalComp_Unadj,5,0.40351756813401024,0.3901328107564383,0.15288780880809705
bv+demo,KR,CogTotalComp_Unadj,5,0.4409478801275632,0.42642860882053063,0.16997104486090187
SC,linear_BR,CogTotalComp_Unadj,5,0.290599313796054,0.26276968708566273,0.06870432299400409
SC,HGB,CogTotalComp_Unadj,5,0.17561197318528574,0.17995273484606708,0.02553358166026376
SC,KR,CogTotalComp_Unadj,5,0.27368737593695636,0.2628962569327812,-0.7826645728914197
r2t,linear_BR,CogTotalComp_Unadj,5,0.2164132343305686,0.23997232072609437,-0.02560260614355392
r2t,HGB,CogTotalComp_Unadj,5,0.09730831586583624,0.11494890140918826,0.0029777419954017947
r2t,KR,CogTotalComp_Unadj,5,-0.001075804964073535,0.011752092493167053,-0.2028581980623927
r2t_corr,linear_BR,CogTotalComp_Unadj,5,0.07021153179179067,0.05110298671516477,-0.016835000266393063
r2t_corr,HGB,CogTotalComp_Unadj,5,-0.06909110649006062,-0.07576109420380021,-0.04779281447511918
r2t_corr,KR,CogTotalComp_Unadj,5,-0.022486882716836992,-0.05129941654283573,-0.536960705756192
FC,linear_BR,CogTotalComp_Unadj,5,0.443588526299432,0.4370152724616583,0.18680363641477726
FC,HGB,CogTotalComp_Unadj,5,0.296669944356249,0.26614433508740715,0.05850637178897711
FC,KR,CogTotalComp_Unadj,5,0.29839196922049643,0.2522512396608391,-1.2792268621366039
SC_r2t,linear_BR,CogTotalComp_Unadj,5,0.21641365384715408,0.23997232072609437,-0.02560208837975453
SC_r2t,HGB,CogTotalComp_Unadj,5,0.09804955908687774,0.11773277752007152,0.003300325194313003
SC_r2t,KR,CogTotalComp_Unadj,5,-0.0010733304339354082,0.011752092493167053,-0.20285675007362647
bv+demo,linear_BR,CogFluidComp_Unadj,5,0.33394734388414293,0.29090808982536703,0.09683173765589848
bv+demo,HGB,CogFluidComp_Unadj,5,0.226919906011432,0.1948397578528866,0.04915138377108652
bv+demo,KR,CogFluidComp_Unadj,5,0.2800731039132959,0.25646950927956363,0.03985947860770156
SC,linear_BR,CogFluidComp_Unadj,5,0.23076502265680032,0.1937417718695435,0.03295094688916633
SC,HGB,CogFluidComp_Unadj,5,0.10710524567574962,0.11534339966276089,0.010695653333886446
SC,KR,CogFluidComp_Unadj,5,0.16677105417354376,0.15452615004870843,-1.2856827247506124
r2t,linear_BR,CogFluidComp_Unadj,5,0.23311282794221933,0.26447945617578494,-0.013732850353972426
r2t,HGB,CogFluidComp_Unadj,5,0.11045227226245903,0.06986166056648851,0.010265622356929183
r2t,KR,CogFluidComp_Unadj,5,0.03434154721922427,0.03434818409986261,-0.2134486952907073
r2t_corr,linear_BR,CogFluidComp_Unadj,5,0.12784524476895626,0.10806977290802049,0.011862231884623986
r2t_corr,HGB,CogFluidComp_Unadj,5,-0.015016685568355916,-0.03258219303606045,-0.016687583693293595
r2t_corr,KR,CogFluidComp_Unadj,5,0.00013805981870407543,-0.017870555576611057,-0.7315483270366114
FC,linear_BR,CogFluidComp_Unadj,5,0.3987125350922619,0.3561521355760283,0.11293049891998463
FC,HGB,CogFluidComp_Unadj,5,0.18834825448029274,0.1482239960030304,0.023354582850466543
FC,KR,CogFluidComp_Unadj,5,0.15932323344746765,0.12695523403678433,-1.9986276432924002
SC_r2t,linear_BR,CogFluidComp_Unadj,5,0.23311254340328838,0.26447945617578494,-0.013732928063402428
SC_r2t,HGB,CogFluidComp_Unadj,5,0.09505118725171617,0.046398030343762546,0.007319485429892136
SC_r2t,KR,CogFluidComp_Unadj,5,0.034343872239859914,0.03434818409986261,-0.21344895639635886
bv+demo,linear_BR,CogCrystalComp_Unadj,5,0.46296205318317096,0.45098456514424873,0.18346907572033533
bv+demo,HGB,CogCrystalComp_Unadj,5,0.4402168339078721,0.4240536454980146,0.14651829003908812
bv+demo,KR,CogCrystalComp_Unadj,5,0.3474242847107925,0.37156389437341464,0.06289151096801981
SC,linear_BR,CogCrystalComp_Unadj,5,0.271317245567995,0.246819402256072,0.05955013089902994
SC,HGB,CogCrystalComp_Unadj,5,0.10798087918302632,0.13691824209921247,0.006588550686526973
SC,KR,CogCrystalComp_Unadj,5,0.26106655008812857,0.23612408094314924,-1.4924054558812299
r2t,linear_BR,CogCrystalComp_Unadj,5,0.09078467278246077,0.09255009411215001,-0.14167017250810177
r2t,HGB,CogCrystalComp_Unadj,5,0.09089815998507525,0.08850647448586,-0.0030387514624778955
r2t,KR,CogCrystalComp_Unadj,5,-0.12875303487500284,-0.12964182771436225,-0.4799308298698737
r2t_corr,linear_BR,CogCrystalComp_Unadj,5,0.005287568514495433,0.014225902147324034,-0.029558196750856913
r2t_corr,HGB,CogCrystalComp_Unadj,5,-0.09831111541299561,-0.06538511802973557,-0.027321492439444484
r2t_corr,KR,CogCrystalComp_Unadj,5,-0.018105566469290946,-0.021701379055002044,-0.9609099785527315
FC,linear_BR,CogCrystalComp_Unadj,5,0.43542794609485885,0.4209151511571945,0.1816925297958919
FC,HGB,CogCrystalComp_Unadj,5,0.21221830221275795,0.19951139933588669,0.04170155886325344
FC,KR,CogCrystalComp_Unadj,5,0.3106462713219984,0.2634591761955159,-2.2701693156535776
SC_r2t,linear_BR,CogCrystalComp_Unadj,5,0.09078308101628361,0.09255009411215001,-0.141672260527004
SC_r2t,HGB,CogCrystalComp_Unadj,5,0.0912085172567864,0.08857202045138522,-0.0029218972619875494
SC_r2t,KR,CogCrystalComp_Unadj,5,-0.12875250631348445,-0.12964182771436225,-0.4799339320781202
bv+demo,linear_BR,CogTotalComp_Unadj,6,0.3000738711241278,0.31110005110623334,0.06851936791296576
bv+demo,HGB,CogTotalComp_Unadj,6,0.3421568641162042,0.3464102564649832,0.09790607025860376
bv+demo,KR,CogTotalComp_Unadj,6,0.11487225967404605,0.2110462816915987,-0.19401938322738643
SC,linear_BR,CogTotalComp_Unadj,6,0.18047841616543137,0.15387206434706552,0.005248977072033423
SC,HGB,CogTotalComp_Unadj,6,0.11168890623594147,0.11592330082101703,-0.013228062874746538
SC,KR,CogTotalComp_Unadj,6,0.10514425958766409,0.08890172639899362,-1.9999207022182741
r2t,linear_BR,CogTotalComp_Unadj,6,0.11296703386324584,0.118135401160986,-0.1557706927346878
r2t,HGB,CogTotalComp_Unadj,6,0.09392623602023782,0.12146315342788536,0.0038876295075276346
r2t,KR,CogTotalComp_Unadj,6,-0.057614772536439714,-0.065428044527053,-0.3580367116827379
r2t_corr,linear_BR,CogTotalComp_Unadj,6,0.002523124562967822,-0.004198458017683153,-0.0641810918181056
r2t_corr,HGB,CogTotalComp_Unadj,6,0.16113397424347226,0.16974959450919705,0.019775621141031374
r2t_corr,KR,CogTotalComp_Unadj,6,-0.033122702588648925,-0.03229008820881971,-1.1507835827919806
FC,linear_BR,CogTotalComp_Unadj,6,0.3798677898672748,0.31358055413911945,0.12193446388327256
FC,HGB,CogTotalComp_Unadj,6,0.26896383990184336,0.2778198946857924,0.05926233112341428
FC,KR,CogTotalComp_Unadj,6,0.29696630110100325,0.21828426689397204,-2.259085303823434
SC_r2t,linear_BR,CogTotalComp_Unadj,6,0.11296777869526872,0.118135401160986,-0.15577018008086396
SC_r2t,HGB,CogTotalComp_Unadj,6,0.09392623602023782,0.12146315342788536,0.0038876295075276346
SC_r2t,KR,CogTotalComp_Unadj,6,-0.05761329061006653,-0.065428044527053,-0.35803423336514184
bv+demo,linear_BR,CogFluidComp_Unadj,6,0.13669780798460784,0.12131701671632011,-0.02040462074131444
bv+demo,HGB,CogFluidComp_Unadj,6,0.10064717556934324,0.09087831270665418,-0.01762710863986916
bv+demo,KR,CogFluidComp_Unadj,6,0.05591220470023783,0.1320813311551713,-0.28577085991962203
SC,linear_BR,CogFluidComp_Unadj,6,-0.048326913463500216,-0.0713025389095393,-0.08162075714812378
SC,HGB,CogFluidComp_Unadj,6,-0.022222598269668943,-0.054339819722718306,-0.021011358740429698
SC,KR,CogFluidComp_Unadj,6,-0.02811774167542133,-0.03356139158443926,-2.4804238552189206
r2t,linear_BR,CogFluidComp_Unadj,6,0.021521391105958236,0.030895900638061406,-0.24520818203659767
r2t,HGB,CogFluidComp_Unadj,6,0.03275116560495737,0.03739647931299867,-0.011027981180637081
r2t,KR,CogFluidComp_Unadj,6,0.07116961512832021,0.055709373133633396,-0.26585908475054065
r2t_corr,linear_BR,CogFluidComp_Unadj,6,-0.041739248917949244,-0.06515800054151893,-0.0685562464575542
r2t_corr,HGB,CogFluidComp_Unadj,6,0.056867840106086795,0.07047498576373246,-0.001525262618677914
r2t_corr,KR,CogFluidComp_Unadj,6,-0.09233004163908755,-0.07037001073466605,-1.3563911532740582
FC,linear_BR,CogFluidComp_Unadj,6,0.17598842045315122,0.16728820632022645,-0.0017734862612386326
FC,HGB,CogFluidComp_Unadj,6,0.1001496835929854,0.08592993441803426,0.005956563185414598
FC,KR,CogFluidComp_Unadj,6,0.038185702839647014,-0.010032113611112978,-2.929724878265929
SC_r2t,linear_BR,CogFluidComp_Unadj,6,0.02152186941854012,0.030895900638061406,-0.24520843462235886
SC_r2t,HGB,CogFluidComp_Unadj,6,0.03275116560495737,0.03739647931299867,-0.011027981180637081
SC_r2t,KR,CogFluidComp_Unadj,6,0.07117164121504514,0.055709373133633396,-0.2658557344246384
bv+demo,linear_BR,CogCrystalComp_Unadj,6,0.3453840242072011,0.3479520071445681,0.1124774885491101
bv+demo,HGB,CogCrystalComp_Unadj,6,0.41779023961262013,0.42069347720843253,0.16081338900062736
bv+demo,KR,CogCrystalComp_Unadj,6,0.11123940027923705,0.15062641026588855,-0.2748213072390142
SC,linear_BR,CogCrystalComp_Unadj,6,0.32915072961941777,0.3026658481793224,0.09496476191443659
SC,HGB,CogCrystalComp_Unadj,6,0.17978129782495267,0.1810378032922373,-0.0004462850244559835
SC,KR,CogCrystalComp_Unadj,6,0.24922812839690836,0.21398396593795702,-2.8443983457778246
r2t,linear_BR,CogCrystalComp_Unadj,6,0.13338788924394246,0.1361547703481165,-0.1056952232575874
r2t,HGB,CogCrystalComp_Unadj,6,-0.061920414029917645,-0.00662538529167511,-0.02210212437783543
r2t,KR,CogCrystalComp_Unadj,6,-0.19837979533603198,-0.20317217612915492,-0.7056258925078294
r2t_corr,linear_BR,CogCrystalComp_Unadj,6,0.015723941846017598,0.008964754850728975,-0.026629459565858937
r2t_corr,HGB,CogCrystalComp_Unadj,6,0.1054717727584685,0.107893382767767,0.008085345853284243
r2t_corr,KR,CogCrystalComp_Unadj,6,0.07591614276927273,0.052514884573863434,-1.6200234623402254
FC,linear_BR,CogCrystalComp_Unadj,6,0.5515402555175242,0.4796415099709082,0.2919800315217669
FC,HGB,CogCrystalComp_Unadj,6,0.30341322338039706,0.2622948220058041,0.0899596556624862
FC,KR,CogCrystalComp_Unadj,6,0.4699213341473271,0.4356306647950596,-3.5271026858583028
SC_r2t,linear_BR,CogCrystalComp_Unadj,6,0.1333875474079541,0.1361547703481165,-0.10569580905294518
SC_r2t,HGB,CogCrystalComp_Unadj,6,-0.061920414029917645,-0.00662538529167511,-0.02210212437783543
SC_r2t,KR,CogCrystalComp_Unadj,6,-0.19837918583644767,-0.20317217612915492,-0.7056232124036039
bv+demo,linear_BR,CogTotalComp_Unadj,7,0.21315371451146636,0.21111541184335825,-0.027245933204663286
bv+demo,HGB,CogTotalComp_Unadj,7,0.22817156253716112,0.2258910833199996,-0.006216123876295221
bv+demo,KR,CogTotalComp_Unadj,7,0.18504699581605272,0.17175973066039538,-0.14289571281737445
SC,linear_BR,CogTotalComp_Unadj,7,0.15382782344861998,0.13862420297239694,-0.04613061471990321
SC,HGB,CogTotalComp_Unadj,7,0.0683608040783553,0.07004566713219516,-0.05881140221958869
SC,KR,CogTotalComp_Unadj,7,0.1624490044509928,0.1477255637805263,-1.6944316007155495
r2t,linear_BR,CogTotalComp_Unadj,7,0.18721442410358796,0.17063140845817767,-0.09057288257097995
r2t,HGB,CogTotalComp_Unadj,7,0.2136876844639017,0.19140066919833884,-0.003599642889157595
r2t,KR,CogTotalComp_Unadj,7,0.05605752862809833,0.03964166525169686,-0.2110532693679279
r2t_corr,linear_BR,CogTotalComp_Unadj,7,0.19986294655964862,0.21438697097447904,-0.009150356533510262
r2t_corr,HGB,CogTotalComp_Unadj,7,0.05827877066974402,0.08130998646490861,-0.0468502473921415
r2t_corr,KR,CogTotalComp_Unadj,7,0.1525029574081218,0.15363672299432984,-1.0926616085692413
FC,linear_BR,CogTotalComp_Unadj,7,0.3445237645328491,0.32688965208256915,0.10715276949154329
FC,HGB,CogTotalComp_Unadj,7,0.18071117076023802,0.184919928581965,0.011204345566639518
FC,KR,CogTotalComp_Unadj,7,0.23022931635751354,0.24065805921956063,-1.9594204686785686
SC_r2t,linear_BR,CogTotalComp_Unadj,7,0.18721523760378977,0.17063140845817767,-0.09057212826538819
SC_r2t,HGB,CogTotalComp_Unadj,7,0.2136876844639017,0.19140066919833884,-0.003599642889157595
SC_r2t,KR,CogTotalComp_Unadj,7,0.05605830573790923,0.03964166525169686,-0.21105267473462397
bv+demo,linear_BR,CogFluidComp_Unadj,7,0.18407192438906192,0.15103450599615975,0.0035999634999408503
bv+demo,HGB,CogFluidComp_Unadj,7,0.1710713463575302,0.13697761663579092,0.0065446981759932354
bv+demo,KR,CogFluidComp_Unadj,7,0.0923063401849664,0.08285909401365048,-0.19552063357517735
SC,linear_BR,CogFluidComp_Unadj,7,0.10883034904589856,0.09166782401654967,-0.015503198893979109
SC,HGB,CogFluidComp_Unadj,7,-0.0777916082679162,-0.0451566431830713,-0.03811819338337874
SC,KR,CogFluidComp_Unadj,7,0.04731148865569732,0.04846321806707472,-1.9979748828352126
r2t,linear_BR,CogFluidComp_Unadj,7,0.1183853660591832,0.09162426932953094,-0.13085886834563
r2t,HGB,CogFluidComp_Unadj,7,-0.043603976808634634,-0.10857690401838321,-0.0404208299358948
r2t,KR,CogFluidComp_Unadj,7,-0.0014479647919146666,-0.011297099668798877,-0.3133335763378835
r2t_corr,linear_BR,CogFluidComp_Unadj,7,0.2197420249211029,0.21799860460762008,0.012995830443961909
r2t_corr,HGB,CogFluidComp_Unadj,7,0.05717555642340539,0.04697750519992638,-0.02143021479190743
r2t_corr,KR,CogFluidComp_Unadj,7,0.17583176999807015,0.16359140444231138,-1.1931946767751374
FC,linear_BR,CogFluidComp_Unadj,7,0.2773664571490788,0.22304437400941138,0.07094755212668924
FC,HGB,CogFluidComp_Unadj,7,-0.017626608082397396,0.008343845666805674,-0.020736071903868947
FC,KR,CogFluidComp_Unadj,7,0.08422300238368796,0.06582099352385583,-2.591987894884171
SC_r2t,linear_BR,CogFluidComp_Unadj,7,0.11838467538209259,0.09157003141739443,-0.13085978416542976
SC_r2t,HGB,CogFluidComp_Unadj,7,-0.043603976808634634,-0.10857690401838321,-0.0404208299358948
SC_r2t,KR,CogFluidComp_Unadj,7,-0.001447447137667755,-0.011297099668798877,-0.3133322161170078
bv+demo,linear_BR,CogCrystalComp_Unadj,7,0.28788788493278,0.29483835445575385,0.04006567944360684
bv+demo,HGB,CogCrystalComp_Unadj,7,0.2881981132924938,0.2387590484171476,0.05079674021028824
bv+demo,KR,CogCrystalComp_Unadj,7,0.27489252575479955,0.26874743191719724,-0.10284028611633911
SC,linear_BR,CogCrystalComp_Unadj,7,0.15272746504373594,0.12922604079460862,-0.051543931261251785
SC,HGB,CogCrystalComp_Unadj,7,0.1436630523892806,0.14299590750083732,-0.10623040773939718
SC,KR,CogCrystalComp_Unadj,7,0.23268292524093614,0.20169123810633255,-2.977535834922915
r2t,linear_BR,CogCrystalComp_Unadj,7,0.15678645311667153,0.1405675262572884,-0.17239394605471103
r2t,HGB,CogCrystalComp_Unadj,7,-0.10500022164106756,-0.04737365855429806,-0.08121793458880444
r2t,KR,CogCrystalComp_Unadj,7,0.046681242781305504,0.03790000493104328,-0.3493939446511225
r2t_corr,linear_BR,CogCrystalComp_Unadj,7,0.09962687765932667,0.1278027053246165,-0.041554737255903085
r2t_corr,HGB,CogCrystalComp_Unadj,7,0.005144399978096009,0.00962230659245833,-0.06803793287498783
r2t_corr,KR,CogCrystalComp_Unadj,7,0.06266375478912929,0.06384875828004526,-1.9873625714444478
FC,linear_BR,CogCrystalComp_Unadj,7,0.43304684503266844,0.40510165508288654,0.17344830208586026
FC,HGB,CogCrystalComp_Unadj,7,0.2027454360028907,0.20178245648806994,0.015169796007667324
FC,KR,CogCrystalComp_Unadj,7,0.28816094909840556,0.2790247029262744,-3.7270203710204086
SC_r2t,linear_BR,CogCrystalComp_Unadj,7,0.15678715639881716,0.1405675262572884,-0.17239342894068876
SC_r2t,HGB,CogCrystalComp_Unadj,7,-0.10500022164106756,-0.04737365855429806,-0.08121793458880444
SC_r2t,KR,CogCrystalComp_Unadj,7,0.04668153979081532,0.03790000493104328,-0.3493942809898223
bv+demo,linear_BR,CogTotalComp_Unadj,8,0.2964212975376325,0.28146153762199067,0.08226487440456964
bv+demo,HGB,CogTotalComp_Unadj,8,0.2521948603184378,0.17960945937078993,0.055549329242465806
bv+demo,KR,CogTotalComp_Unadj,8,0.2052313669917382,0.20321005216735483,-0.14280591536596976
SC,linear_BR,CogTotalComp_Unadj,8,0.22504318121193873,0.1694377873357969,0.03952238722285584
SC,HGB,CogTotalComp_Unadj,8,0.10670792648239488,0.1166635914119303,0.00799725333168233
SC,KR,CogTotalComp_Unadj,8,0.11191868485056986,0.0771638350761307,-1.5419077864127804
r2t,linear_BR,CogTotalComp_Unadj,8,0.1886796783151018,0.16849255727185827,-0.02499741754000251
r2t,HGB,CogTotalComp_Unadj,8,0.08568403136573532,0.100703878498057,-0.020105647710176644
r2t,KR,CogTotalComp_Unadj,8,-0.011039521069319427,-0.033420452744979845,-0.2300592213462016
r2t_corr,linear_BR,CogTotalComp_Unadj,8,0.19949670823968507,0.2162576180095785,0.036990571603245925
r2t_corr,HGB,CogTotalComp_Unadj,8,0.07664274006892864,0.048273704718315005,-0.0035754857442273913
r2t_corr,KR,CogTotalComp_Unadj,8,0.1430426774282099,0.15198282140171948,-0.844488114601851
FC,linear_BR,CogTotalComp_Unadj,8,0.3403245432976653,0.2416270842817107,0.10218515597794287
FC,HGB,CogTotalComp_Unadj,8,0.13928393191406271,0.1107241649157741,0.007638745077035991
FC,KR,CogTotalComp_Unadj,8,0.3112840807733728,0.22465617786916595,-1.5833806427138564
SC_r2t,linear_BR,CogTotalComp_Unadj,8,0.18868033830542075,0.16849255727185827,-0.024997084477283993
SC_r2t,HGB,CogTotalComp_Unadj,8,0.11081331520912507,0.12356572994585692,-0.014461202400528617
SC_r2t,KR,CogTotalComp_Unadj,8,-0.011040125656279124,-0.033379761226532266,-0.23006042773073254
bv+demo,linear_BR,CogFluidComp_Unadj,8,0.2752364499609926,0.2852806074578498,0.07296497860110551
bv+demo,HGB,CogFluidComp_Unadj,8,0.22360218305193963,0.22021034945165577,0.042232363557442976
bv+demo,KR,CogFluidComp_Unadj,8,0.17403906687826204,0.20608667013615298,-0.14460666574478087
SC,linear_BR,CogFluidComp_Unadj,8,0.1287673317982071,0.08984236746040493,0.008511138637568694
SC,HGB,CogFluidComp_Unadj,8,0.005261019288322746,0.012403754654667875,-0.015585656876777376
SC,KR,CogFluidComp_Unadj,8,0.04787616032358685,0.029908177318177045,-1.9785956955065966
r2t,linear_BR,CogFluidComp_Unadj,8,0.10496776963215454,0.08547143315619514,-0.09148628418723947
r2t,HGB,CogFluidComp_Unadj,8,-0.11519392697437277,-0.18876127785933244,-0.036739984191090924
r2t,KR,CogFluidComp_Unadj,8,-0.058967564778990275,-0.09818410399132506,-0.37245278206613075
r2t_corr,linear_BR,CogFluidComp_Unadj,8,0.14716482957708166,0.13751742630449906,0.015037472592871803
r2t_corr,HGB,CogFluidComp_Unadj,8,0.01991461681862496,0.019540348276189938,-0.018648792861925667
r2t_corr,KR,CogFluidComp_Unadj,8,0.10338679241459484,0.09753304162793616,-1.1467469234095695
FC,linear_BR,CogFluidComp_Unadj,8,0.2775230487737087,0.21013970289573927,0.06896183441149806
FC,HGB,CogFluidComp_Unadj,8,0.10462489481529018,0.08918282772249274,0.00816690330751102
FC,KR,CogFluidComp_Unadj,8,0.2346934942298804,0.1744287627163683,-2.2491382900922283
SC_r2t,linear_BR,CogFluidComp_Unadj,8,0.10496747777086007,0.08547143315619514,-0.09148618726127289
SC_r2t,HGB,CogFluidComp_Unadj,8,-0.11519392697437277,-0.18876127785933244,-0.036739984191090924
SC_r2t,KR,CogFluidComp_Unadj,8,-0.05896789543378677,-0.09818410399132506,-0.372453322284682
bv+demo,linear_BR,CogCrystalComp_Unadj,8,0.295711649926313,0.2626882773715975,0.07347082662785065
bv+demo,HGB,CogCrystalComp_Unadj,8,0.2653719252736423,0.2323976971414484,0.06007871298409018
bv+demo,KR,CogCrystalComp_Unadj,8,0.16725657925575727,0.1718498450171627,-0.339009253841414
SC,linear_BR,CogCrystalComp_Unadj,8,0.2233943865034277,0.2075124425824803,0.045388958147145164
SC,HGB,CogCrystalComp_Unadj,8,0.19910359396884472,0.18985229125245623,0.014094013498963887
SC,KR,CogCrystalComp_Unadj,8,0.19490713244568258,0.19062832154596304,-2.684218210018321
r2t,linear_BR,CogCrystalComp_Unadj,8,0.22125912916935242,0.19705019475688093,-0.002054284861692901
r2t,HGB,CogCrystalComp_Unadj,8,0.16511587031582473,0.16342518246690235,0.02646607258076794
r2t,KR,CogCrystalComp_Unadj,8,0.01861010603880667,0.0074341921860764035,-0.32857716770902656
r2t_corr,linear_BR,CogCrystalComp_Unadj,8,0.168436934015591,0.1677762928821122,0.027460085879879026
r2t_corr,HGB,CogCrystalComp_Unadj,8,0.10006074539305053,0.09771054138201805,0.009787679084479084
r2t_corr,KR,CogCrystalComp_Unadj,8,0.12389548200223019,0.09926633173595062,-1.4224757934604404
FC,linear_BR,CogCrystalComp_Unadj,8,0.4204827591819297,0.3620865099812099,0.17559706435316813
FC,HGB,CogCrystalComp_Unadj,8,0.18227363411086075,0.1442137797576785,0.03281507301281761
FC,KR,CogCrystalComp_Unadj,8,0.3286514830231843,0.2780980217712332,-3.013861559426478
SC_r2t,linear_BR,CogCrystalComp_Unadj,8,0.22125947868593604,0.19705019475688093,-0.002053862733456757
SC_r2t,HGB,CogCrystalComp_Unadj,8,0.1407191860198662,0.13755885469636442,0.019739674796319884
SC_r2t,KR,CogCrystalComp_Unadj,8,0.01860925378553088,0.0074341921860764035,-0.32857854879966286
bv+demo,linear_BR,CogTotalComp_Unadj,9,0.40281453964882263,0.35244603465972296,0.15664892802596608
bv+demo,HGB,CogTotalComp_Unadj,9,0.36706442233675396,0.3442949977835717,0.1269598342710907
bv+demo,KR,CogTotalComp_Unadj,9,0.3006410839664334,0.2684103514672348,0.02138476597953598
SC,linear_BR,CogTotalComp_Unadj,9,0.35361307055546554,0.32393099620755567,0.10418671662611478
SC,HGB,CogTotalComp_Unadj,9,0.13927999793898077,0.12704634081295263,0.015041384674976177
SC,KR,CogTotalComp_Unadj,9,0.27937097451447573,0.2640924510107272,-0.8648418381462895
r2t,linear_BR,CogTotalComp_Unadj,9,0.21904707502815962,0.21270162542242227,-0.022075070819167264
r2t,HGB,CogTotalComp_Unadj,9,0.06233022224012651,0.03723292569722752,-0.01101377236283807
r2t,KR,CogTotalComp_Unadj,9,-0.06465992408006462,-0.060769388263126195,-0.2655468413144886
r2t_corr,linear_BR,CogTotalComp_Unadj,9,0.09945370874674771,0.1030494279491065,-0.009483987045829645
r2t_corr,HGB,CogTotalComp_Unadj,9,0.11247012688432136,0.08382349978388415,0.003266855219699827
r2t_corr,KR,CogTotalComp_Unadj,9,-0.009635816735428064,0.008641379595775552,-0.603838491713488
FC,linear_BR,CogTotalComp_Unadj,9,0.5438507540151559,0.5046309064525947,0.2543982727155102
FC,HGB,CogTotalComp_Unadj,9,0.36441831586288626,0.3569392651458414,0.06778670176707935
FC,KR,CogTotalComp_Unadj,9,0.41126036828290574,0.3415516641834478,-1.0556260576304544
SC_r2t,linear_BR,CogTotalComp_Unadj,9,0.2190476035605981,0.21270162542242227,-0.02207428803656497
SC_r2t,HGB,CogTotalComp_Unadj,9,0.06227536282208274,0.037508672016524615,-0.011041083010354003
SC_r2t,KR,CogTotalComp_Unadj,9,-0.06465838408312755,-0.060769388263126195,-0.26554475182907766
bv+demo,linear_BR,CogFluidComp_Unadj,9,0.3436962774082783,0.29926794118062133,0.1141589648243424
bv+demo,HGB,CogFluidComp_Unadj,9,0.261218697725948,0.2297758147716582,0.06489229227836524
bv+demo,KR,CogFluidComp_Unadj,9,0.23991814569108222,0.24114630378783214,-0.0057065831077824924
SC,linear_BR,CogFluidComp_Unadj,9,0.2731480211881999,0.2337862697448383,0.05557655413189788
SC,HGB,CogFluidComp_Unadj,9,0.06601616647109307,0.0588725180583069,0.002450264872593144
SC,KR,CogFluidComp_Unadj,9,0.16253708734258746,0.16503975860851974,-1.3593276270701269
r2t,linear_BR,CogFluidComp_Unadj,9,0.14690692193163127,0.13014494151143674,-0.08572991953255893
r2t,HGB,CogFluidComp_Unadj,9,0.03235410833814656,0.06082945416174687,-0.01392507914239638
r2t,KR,CogFluidComp_Unadj,9,-0.06387914617519955,-0.04165081196677789,-0.34574633930875054
r2t_corr,linear_BR,CogFluidComp_Unadj,9,0.08339882213217568,0.08263622458038342,-0.0009618441077430262
r2t_corr,HGB,CogFluidComp_Unadj,9,0.08527682532059226,0.005286955496178521,-0.0002409166193975132
r2t_corr,KR,CogFluidComp_Unadj,9,-0.013656873941131284,0.00034584828655904505,-0.8942409565035072
FC,linear_BR,CogFluidComp_Unadj,9,0.40722679000190004,0.3981590352292799,0.13772301342685467
FC,HGB,CogFluidComp_Unadj,9,0.1165372249885449,0.15099483727593271,0.003028675108828427
FC,KR,CogFluidComp_Unadj,9,0.25237707624744155,0.24073989220685266,-1.7695057640184104
SC_r2t,linear_BR,CogFluidComp_Unadj,9,0.14690642887206873,0.13014494151143674,-0.08573040262287845
SC_r2t,HGB,CogFluidComp_Unadj,9,0.03235410833814656,0.06082945416174687,-0.01392507914239638
SC_r2t,KR,CogFluidComp_Unadj,9,-0.0638782956859652,-0.04165081196677789,-0.34574461009818247
bv+demo,linear_BR,CogCrystalComp_Unadj,9,0.3214504469656885,0.3234485044873096,0.07001744281259503
bv+demo,HGB,CogCrystalComp_Unadj,9,0.30628513982325034,0.29446497553384027,0.0679773404009435
bv+demo,KR,CogCrystalComp_Unadj,9,0.20289250763167982,0.15094040414903206,-0.19360871782423206
SC,linear_BR,CogCrystalComp_Unadj,9,0.3114660869147582,0.294535121120068,0.09104941697255708
SC,HGB,CogCrystalComp_Unadj,9,0.16460228250603315,0.11415538941443905,0.021589791872142716
SC,KR,CogCrystalComp_Unadj,9,0.28849820982456925,0.26694695773297483,-2.1570210729035764
r2t,linear_BR,CogCrystalComp_Unadj,9,0.22733067963829182,0.20131470109737726,-0.04974023736515276
r2t,HGB,CogCrystalComp_Unadj,9,0.10841727446246387,0.057432308592466674,0.004262666814826677
r2t,KR,CogCrystalComp_Unadj,9,-0.0763851558401689,-0.11281502861671833,-0.5166320077466555
