parcellation,seed,pc,explained_var_ratio,FC_to_PC_R2,AUC_MZ,AUC_DZ,AUC_sibling,confound_R2_test
4S456Parcels,0,2,0.020710930228233337,0.04125458002090454,0.6902356902356903,0.49212775528565006,0.5268304093567252,0.346591055393219
4S456Parcels,0,3,0.014848008751869202,0.04981046915054321,0.6542619174198122,0.5420602789023842,0.5433918128654971,0.07795649766921997
4S456Parcels,0,4,0.013384041376411915,0.24380147457122803,0.797625376572745,0.6185335132703554,0.5806315789473684,0.0010831356048583984
4S456Parcels,0,5,0.012317619286477566,0.03373122215270996,0.6177565124933546,0.4471434997750787,0.528187134502924,0.12593382596969604
4S456Parcels,0,6,0.011766346171498299,0.07043993473052979,0.6969696969696969,0.6671165092217723,0.5792748538011696,0.21261471509933472
4S456Parcels,0,7,0.010378431528806686,0.18866640329360962,0.7636009214956583,0.7476383265856951,0.6416842105263159,0.07398492097854614
4S456Parcels,0,8,0.009435351938009262,0.07518082857131958,0.6668438773701931,0.7035537561853351,0.5225263157894737,-0.02474844455718994
4S456Parcels,0,9,0.008916099555790424,0.07144254446029663,0.6686159844054581,0.5528565002249213,0.5563040935672515,0.020198345184326172
4S456Parcels,0,10,0.008563188835978508,0.1118459701538086,0.6425660109870637,0.672514619883041,0.5409590643274854,0.09194666147232056
4S456Parcels,1,1,0.03832630813121796,0.5930261611938477,0.8133333333333332,0.7066666666666667,0.34774011299435026,0.9317193627357483
4S456Parcels,1,2,0.018641725182533264,0.09642082452774048,0.7936507936507936,0.5024242424242424,0.5552542372881355,0.5158820748329163
4S456Parcels,1,3,0.014354958198964596,0.013974189758300781,0.707936507936508,0.4448484848484849,0.5655367231638417,0.004701137542724609
4S456Parcels,1,4,0.01342526450753212,0.17211687564849854,0.646984126984127,0.42787878787878786,0.5431638418079097,0.13934749364852905
4S456Parcels,1,5,0.011840111576020718,0.17427897453308105,0.6453968253968254,0.5642424242424242,0.5755367231638419,0.12275725603103638
4S456Parcels,1,6,0.011278605088591576,0.059187471866607666,0.6752380952380952,0.5793939393939394,0.5758757062146893,0.21095436811447144
4S456Parcels,1,7,0.010473756119608879,0.1871800422668457,0.6923809523809523,0.5230303030303031,0.5991525423728814,-0.12626564502716064
4S456Parcels,1,8,0.009398337453603745,0.16034501791000366,0.7253968253968254,0.616969696969697,0.5870621468926555,0.016640782356262207
4S456Parcels,1,9,0.008745525032281876,0.06231135129928589,0.6050793650793651,0.5254545454545455,0.5812994350282487,0.06040471792221069
4S456Parcels,1,10,0.008579323068261147,0.16586554050445557,0.7247619047619047,0.5854545454545454,0.4928248587570621,-0.004225373268127441
4S456Parcels,2,1,0.03823932260274887,0.48816418647766113,0.8519864341085271,0.5926812585499316,0.39921001242677084,0.903948962688446
