mse,r2,pearson,avg_rank,top1_acc,demeaned_pearson
0.011505224741995335,-0.9714224338531494,0.8345507383346558,0.5160552268244576,0.005128205128205128,0.009206325747072697
0.005770822986960411,-0.07330063730478287,0.9090998768806458,0.8597764628533859,0.12307692307692308,0.1317533701658249
0.005479246377944946,-0.009882762096822262,0.913922905921936,0.8641420118343195,0.15384615384615385,0.13702860474586487
