seed,framework,direction,mse,r2,pearson,demeaned_pearson,top1_acc,avg_rank
0,baseline,bv -> SC,0.005337402,0.009291,0.9154544,0.16698575019836426,0.10256410256410256,0.8789217619986851
0,baseline,bv -> FC,0.013487859,-0.022002019,0.83693975,0.046696074306964874,0.0,0.6325575279421434
0,baseline,demo -> SC,0.0054192776,0.0028495444,0.9151444,0.13284844160079956,0.02564102564102564,0.7302827087442472
0,baseline,demo -> FC,0.013271716,-0.0058103646,0.8394052,0.0948357805609703,0.015384615384615385,0.6428928336620645
0,baseline,bv+demo -> SC,0.0053545088,0.0048300466,0.91514486,0.17625275254249573,0.14358974358974358,0.8755555555555555
0,baseline,bv+demo -> FC,0.013477422,-0.022403786,0.8369128,0.09003608673810959,0.015384615384615385,0.6661143984220907
0,target_only,FC->SC,0.005542688,-0.048290685,0.065929845,0.06592991203069687,0.05641025641025641,0.7918474687705457
0,target_only,SC->FC,0.014250636,-0.068201296,0.047501694,0.047572921961545944,0.02564102564102564,0.6491255752794214
0,double_sided,FC->SC,0.0055573736,-0.051241506,0.070743285,0.07074691355228424,0.07179487179487179,0.8035502958579882
0,double_sided,SC->FC,0.014379586,-0.07798935,0.044547264,0.044605802744627,0.015384615384615385,0.6468113083497699
