seed,framework,direction,mse,r2,pearson,demeaned_pearson,top1_acc,avg_rank
7,baseline,bv -> SC,0.0053461045,0.0032587687,0.9143401,0.16203641891479492,0.08205128205128205,0.8676660092044708
7,baseline,bv -> FC,0.014310313,-0.031219995,0.8233796,0.04585909843444824,0.010256410256410256,0.6448915187376726
7,baseline,demo -> SC,0.00537063,0.006109759,0.9147108,0.1377425193786621,0.015384615384615385,0.7866403681788298
7,baseline,demo -> FC,0.013847832,0.0005055121,0.8292539,0.11385191231966019,0.010256410256410256,0.6882577251808022
7,baseline,bv+demo -> SC,0.005345313,2.8991935e-05,0.9143506,0.17777885496616364,0.13846153846153847,0.8968836291913215
7,baseline,bv+demo -> FC,0.01415736,-0.022954077,0.82543916,0.09971387684345245,0.02564102564102564,0.6999079552925707
7,target_only,FC->SC,0.0055445596,-0.043474033,0.061966814,0.06211629882454872,0.035897435897435895,0.7762524654832347
7,target_only,SC->FC,0.014857584,-0.06351827,0.054664016,0.05477854982018471,0.020512820512820513,0.6623011176857331
7,double_sided,FC->SC,0.0055387164,-0.04434855,0.070782706,0.07096537947654724,0.06153846153846154,0.8105982905982906
7,double_sided,SC->FC,0.014979123,-0.07192367,0.04870341,0.048751700669527054,0.010256410256410256,0.6431032215647601
