task,parcellation,seed,estimator,variant,input_set,source,target,is_block,n_train,n_test,n_src_feat,n_tgt_feat,mse,r2,pearson,demeaned_pearson,top1_acc,avg_rank,status,git_commit,config_hash,data_load_mode,hp_gamma_mult,hp_alpha
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",FC,FC,SC,False,683,195,103740,103740,0.0045202989131212,-0.0043810387142002,0.9115195274353028,0.1472770422697067,0.1641025641025641,0.9123208415516108,ok,6b5eb84,955a9089,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",FC,FC,SC,False,683,195,103740,103740,0.0046396157704293,-0.0407023429870605,0.908093273639679,0.1451738178730011,0.2,0.90387902695595,ok,6b5eb84,06b12a50,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",FC,FC,SC,False,683,195,103740,103740,0.0044493814930319,0.005313710309565,0.9123311638832092,0.1470488756895065,0.2256410256410256,0.9180539119000656,ok,6b5eb84,cb059781,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",FC,FC,SC,False,683,195,103740,103740,0.0045062084682285,-0.001821975922212,0.9117494821548462,0.1469042748212814,0.1641025641025641,0.9126364234056542,ok,6b5eb84,23bccc09,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",FC,FC,SC,False,683,195,103740,103740,0.0046878191642463,-0.0516144335269928,0.9070990681648254,0.1430245637893676,0.1948717948717948,0.9032215647600264,ok,6b5eb84,c6712f19,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",FC,FC,SC,False,683,195,103740,103740,0.0044688819907605,-7.710601494181901e-05,0.9118182063102722,0.1460665315389633,0.2256410256410256,0.9166074950690336,ok,6b5eb84,2fea62e6,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",FC,FC,SC,False,683,195,103740,103740,0.0044936267659068,0.000386986444937,0.9119467735290528,0.1454682499170303,0.1743589743589743,0.9120578566732414,ok,6b5eb84,0260f670,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,SC,SC,FC,False,683,195,103740,103740,0.012504257261753,-0.0508278086781501,0.8183746933937073,0.0832001119852066,0.041025641025641,0.7247337278106509,ok,6b5eb84,88ca6b1e,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,SC,SC,FC,False,683,195,103740,103740,0.0119594549760222,-0.0051923971623182,0.8268983364105225,0.0960935726761818,0.0461538461538461,0.7570282708744247,ok,6b5eb84,e49f3f9a,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",SC,SC,FC,False,683,195,103740,103740,0.0128114009276032,-0.0773530676960945,0.81378573179245,0.0754531845450401,0.0358974358974358,0.7228928336620644,ok,6b5eb84,191942b2,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",SC,SC,FC,False,683,195,103740,103740,0.0120224570855498,-0.0106304977089166,0.8259299993515015,0.0756318718194961,0.0615384615384615,0.7283629191321499,ok,6b5eb84,ea3e69d4,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",SC,SC,FC,False,683,195,103740,103740,0.0120073165744543,-0.0067494763061404,0.8262459635734558,0.0755813792347908,0.041025641025641,0.7241025641025641,ok,6b5eb84,53191850,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",SC,SC,FC,False,683,195,103740,103740,0.0130050582811236,-0.0935226455330848,0.8109856843948364,0.0748047530651092,0.041025641025641,0.7223931623931623,ok,6b5eb84,e401d841,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",SC,SC,FC,False,683,195,103740,103740,0.0121310381218791,-0.0203545410186052,0.8241938948631287,0.0757264792919159,0.041025641025641,0.728862590401052,ok,6b5eb84,c1466ff1,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",SC,SC,FC,False,683,195,103740,103740,0.0119922710582613,-0.0058545945212244,0.8264856338500977,0.0756235346198082,0.0512820512820512,0.7257593688362919,ok,6b5eb84,2142e9bb,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",SC,SC,FC,False,683,195,103740,103740,0.0131121734157204,-0.1025428846478462,0.8094462752342224,0.0737024471163749,0.0461538461538461,0.7219460880999342,ok,6b5eb84,90e1f2bf,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",SC,SC,FC,False,683,195,103740,103740,0.0122362058609724,-0.0295031778514385,0.8225594758987427,0.0756118670105934,0.0461538461538461,0.728809993425378,ok,6b5eb84,7cc79b23,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",SC,SC,FC,False,683,195,103740,103740,0.0119822546839714,-0.0053456546738743,0.8266491293907166,0.0750834941864013,0.0512820512820512,0.7278369493754109,ok,6b5eb84,04de7141,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,bv,bv,SC,False,683,195,16,103740,0.0043856599368155,0.0148571291938424,0.9125234484672546,0.186639055609703,0.1076923076923077,0.9008021038790268,ok,6b5eb84,65e8ad90,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv,bv,SC,False,683,195,16,103740,0.0043501891195774,0.0250732898712158,0.913299560546875,0.1936525851488113,0.0666666666666666,0.8892307692307693,ok,6b5eb84,d7e0ca87,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,103740,0.0046071917749941,-0.0291735660284757,0.9079563021659852,0.152298092842102,0.0769230769230769,0.7837738330046022,ok,6b5eb84,04a379bd,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,103740,0.0043845502659678,0.0179293453693389,0.9126378893852234,0.1836293935775756,0.0974358974358974,0.9029848783694936,ok,6b5eb84,73a47aae,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,103740,0.0043785190209746,0.0230288058519363,0.9131900072097778,0.1882878690958023,0.1282051282051282,0.9095069033530572,ok,6b5eb84,b5eaf574,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,103740,0.0047962912358343,-0.0669708624482154,0.9041025042533876,0.1307659596204757,0.041025641025641,0.7256015779092702,ok,6b5eb84,6513555c,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,103740,0.0044324812479317,0.0086844088509678,0.9116739630699158,0.170885756611824,0.0974358974358974,0.8865746219592373,ok,6b5eb84,020aefcc,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,103740,0.0043710093013942,0.0243544746190309,0.9132405519485474,0.1865821033716201,0.1128205128205128,0.9113740959894806,ok,6b5eb84,347bcd39,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,103740,0.0050965892150998,-0.1284404247999191,0.8982197046279907,0.1062580570578575,0.0153846153846153,0.684681130834977,ok,6b5eb84,726b3d62,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,103740,0.0045070745982229,-0.0058900690637528,0.91022527217865,0.1525991261005401,0.0666666666666666,0.860302432610125,ok,6b5eb84,c88af419,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,103740,0.0043809390626847,0.0227046962827444,0.9130640029907228,0.1817061156034469,0.0923076923076923,0.9038001314924392,ok,6b5eb84,e65c67a0,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,bv,bv,FC,False,683,195,16,103740,0.0121777029708027,-0.0203664842993021,0.8234580159187317,0.0494324862957,0.0,0.6361341222879684,ok,6b5eb84,3127b848,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv,bv,FC,False,683,195,16,103740,0.0120008205994963,-0.0062219300307333,0.8263887166976929,0.0552598237991333,0.0102564102564102,0.6573307034845497,ok,6b5eb84,6ec29b32,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,103740,0.0127349095419049,-0.0651284754276275,0.8146547079086304,0.0464633405208587,0.0256410256410256,0.5940565417488495,ok,6b5eb84,9f583994,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,103740,0.0121244527399539,-0.016279837116599,0.824188232421875,0.0588186793029308,0.0256410256410256,0.6575936883629191,ok,6b5eb84,b2f043fe,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,103740,0.0120027232915163,-0.0063767372630536,0.8262414336204529,0.0582514256238937,0.0153846153846153,0.6684812623274161,ok,6b5eb84,9f969f91,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,103740,0.0132975801825523,-0.1104867607355117,0.8063172101974487,0.0371464565396308,0.0307692307692307,0.5666535174227482,ok,6b5eb84,c895a90c,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,103740,0.0122377052903175,-0.025426048785448,0.8223356008529663,0.0539714805781841,0.0358974358974358,0.6419197896120974,ok,6b5eb84,f77c0ddf,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,103740,0.0120055489242076,-0.0066860700026154,0.8261656761169434,0.0603365860879421,0.0256410256410256,0.6720578566732414,ok,6b5eb84,7f7a81ab,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,103740,0.0141776604577898,-0.1813361644744873,0.7936959266662598,0.0286772362887859,0.0205128205128205,0.5526890203813281,ok,6b5eb84,ddab2e8a,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,103740,0.0124324643984436,-0.0411478653550148,0.8192766308784485,0.0448171161115169,0.0256410256410256,0.6152531229454307,ok,6b5eb84,8e877834,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,103740,0.0120156500488519,-0.0075293267145752,0.825981080532074,0.0598895475268363,0.0358974358974358,0.6666666666666667,ok,6b5eb84,ac32954e,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,demo,demo,SC,False,683,195,10,103740,0.0044688796624541,0.0034289269242435,0.911647379398346,0.1460720002651214,0.0307692307692307,0.7860880999342538,ok,6b5eb84,5c71d7f5,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,demo,demo,SC,False,683,195,10,103740,0.0044334777630865,0.0111465277150273,0.912360429763794,0.1576254069805145,0.0307692307692307,0.8164628533859304,ok,6b5eb84,58741692,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",demo,demo,SC,False,683,195,10,103740,0.0045244651846587,-0.0090124206617474,0.9105404615402222,0.1379191875457763,0.041025641025641,0.742905982905983,ok,6b5eb84,38751656,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",demo,demo,SC,False,683,195,10,103740,0.0044634779915213,0.0040291012264788,0.911785125732422,0.1472098976373672,0.0307692307692307,0.7957133464825772,ok,6b5eb84,87a544a7,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",demo,demo,SC,False,683,195,10,103740,0.0044491151347756,0.0084547763690352,0.9122480154037476,0.1502094268798828,0.0205128205128205,0.818198553583169,ok,6b5eb84,6a897845,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",demo,demo,SC,False,683,195,10,103740,0.0045563471503555,-0.0155158806592226,0.9099127650260924,0.1338662803173065,0.0256410256410256,0.7195003287310979,ok,6b5eb84,cdb2e9d3,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",demo,demo,SC,False,683,195,10,103740,0.0044831181876361,-7.145611016312614e-05,0.9113902449607848,0.1414945870637893,0.0205128205128205,0.7781459566074951,ok,6b5eb84,b035695f,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",demo,demo,SC,False,683,195,10,103740,0.0044479579664766,0.0083818053826689,0.9122207760810852,0.1478888541460037,0.0358974358974358,0.8146745562130178,ok,6b5eb84,f76310b1,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",demo,demo,SC,False,683,195,10,103740,0.0045943539589643,-0.0237704720348119,0.909170627593994,0.1295073926448822,0.0153846153846153,0.7002235371466141,ok,6b5eb84,4677508c,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",demo,demo,SC,False,683,195,10,103740,0.0045038722455501,-0.0042099803686141,0.910976767539978,0.136306032538414,0.0256410256410256,0.7571597633136095,ok,6b5eb84,e84ad045,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",demo,demo,SC,False,683,195,10,103740,0.0044525586999952,0.0074247838929295,0.912116289138794,0.1436554938554763,0.0153846153846153,0.8100197238658777,ok,6b5eb84,bc8a4390,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,demo,demo,FC,False,683,195,10,103740,0.0119948722422122,-0.0073335734196007,0.8265162706375122,0.0977531149983406,0.0,0.6672452333990796,ok,6b5eb84,3aeef19c,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,demo,demo,FC,False,683,195,10,103740,0.0118900770321488,0.0014286409132182,0.8281288146972656,0.106823094189167,0.0102564102564102,0.6674293228139382,ok,6b5eb84,c0924cc8,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",demo,demo,FC,False,683,195,10,103740,0.0121576841920614,-0.0202532690018415,0.8238325119018555,0.0911145433783531,0.0051282051282051,0.6564102564102564,ok,6b5eb84,b9c3d120,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",demo,demo,FC,False,683,195,10,103740,0.0119916070252656,-0.0069203875027596,0.8264966011047363,0.0975962877273559,0.0051282051282051,0.6672452333990796,ok,6b5eb84,5402e0fd,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",demo,demo,FC,False,683,195,10,103740,0.011905257590115,0.000217696710024,0.8278800845146179,0.102011926472187,0.0051282051282051,0.6734779750164366,ok,6b5eb84,527c3e95,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",demo,demo,FC,False,683,195,10,103740,0.0122472224757075,-0.0274505801498889,0.8223356604576111,0.0884992182254791,0.0102564102564102,0.6494411571334648,ok,6b5eb84,a6cd19e9,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",demo,demo,FC,False,683,195,10,103740,0.0120472759008407,-0.0112828835844993,0.8255610466003418,0.0936518907546997,0.0256410256410256,0.6646679815910586,ok,6b5eb84,e268da1d,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",demo,demo,FC,False,683,195,10,103740,0.0119202192872762,-0.0009901404846459,0.827632486820221,0.0995408296585083,0.0102564102564102,0.6771334648257725,ok,6b5eb84,349b1bbe,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",demo,demo,FC,False,683,195,10,103740,0.0123551627621054,-0.0360269099473953,0.8205476999282837,0.0847491025924682,0.0102564102564102,0.6342406311637081,ok,6b5eb84,21afcbef,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",demo,demo,FC,False,683,195,10,103740,0.0121031329035758,-0.0156710762530565,0.8246203064918518,0.0903222039341926,0.0153846153846153,0.6569362261669953,ok,6b5eb84,a4496d9a,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",demo,demo,FC,False,683,195,10,103740,0.011939987540245,-0.0024840293917804,0.827288031578064,0.0965699255466461,0.0205128205128205,0.6771334648257725,ok,6b5eb84,75d17e67,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,bv+demo,bv+demo,SC,False,683,195,26,103740,0.0043967640958726,0.0091878352686762,0.9123267531394958,0.1960734874010086,0.1487179487179487,0.9145562130177516,ok,6b5eb84,b9f933e6,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv+demo,bv+demo,SC,False,683,195,26,103740,0.0043300711549818,0.0284427590668201,0.9137365221977234,0.2066182792186737,0.1179487179487179,0.9134779750164366,ok,6b5eb84,0eb7338e,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.004579558968544,-0.0244951229542493,0.9085916876792908,0.1656073182821273,0.1128205128205128,0.8309007232084156,ok,6b5eb84,1d8cd52b,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.004366504959762,0.0198566131293773,0.913058578968048,0.1958570033311844,0.1487179487179487,0.9259697567389876,ok,6b5eb84,0b7422cb,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.0043866205960512,0.021079484373331,0.9132795333862304,0.1971625238656997,0.1641025641025641,0.927363576594346,ok,6b5eb84,dba99df9,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.0048295613378286,-0.0743985101580619,0.9035078287124634,0.1371262073516845,0.0769230769230769,0.7504010519395135,ok,6b5eb84,c7bd39fc,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.0044050542637705,0.0126758944243192,0.9122862219810486,0.1852918565273285,0.1487179487179487,0.9169756738987508,ok,6b5eb84,69a8fbf7,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.004369247239083,0.0240614768117666,0.9134711623191832,0.1953925043344497,0.1589743589743589,0.930966469428008,ok,6b5eb84,2e06d3eb,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.0050842436030507,-0.1261232942342758,0.8985023498535156,0.1141173988580703,0.041025641025641,0.721078238001315,ok,6b5eb84,05862605,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.0044776322320103,-0.0007557142525911,0.9108663201332092,0.1657880395650863,0.1179487179487179,0.8984615384615384,ok,6b5eb84,a5f3c097,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,26,103740,0.004372764378786,0.0234000701457262,0.9133773446083068,0.190287247300148,0.1846153846153846,0.9263642340565418,ok,6b5eb84,10d9121c,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,bv+demo,bv+demo,FC,False,683,195,26,103740,0.0121884746477007,-0.0230361670255661,0.8234052062034607,0.0876131281256675,0.0205128205128205,0.6819986850756081,ok,6b5eb84,8c4ca099,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv+demo,bv+demo,FC,False,683,195,26,103740,0.0118871219456195,0.0016529083950445,0.828199028968811,0.1101086512207984,0.0205128205128205,0.6927021696252466,ok,6b5eb84,14e20901,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0126019539311528,-0.0565865598618984,0.8167638778686523,0.0801130160689354,0.0307692307692307,0.6522024983563446,ok,6b5eb84,8d13f5f5,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.01203428581357,-0.0106021668761968,0.8257076144218445,0.0964902266860008,0.0358974358974358,0.7066140696909928,ok,6b5eb84,7016903d,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0119126010686159,-3.3045744203263894e-05,0.8276925683021545,0.0967314466834068,0.0256410256410256,0.7141354372123603,ok,6b5eb84,141f0d43,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0133188096806406,-0.1139589771628379,0.8058406114578247,0.063393510878086,0.0205128205128205,0.6180933596318212,ok,6b5eb84,f60189c0,precomputed,1.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0121201602742075,-0.0175847560167312,0.8242591023445129,0.0914391800761222,0.041025641025641,0.7019855358316897,ok,6b5eb84,325ebc16,precomputed,1.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0119070373475551,0.0001824698265409,0.8277448415756226,0.09772190451622,0.0307692307692307,0.7169756738987508,ok,6b5eb84,b5a4146a,precomputed,1.0,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0140474122017622,-0.1720962226390838,0.7950320243835449,0.0496123991906642,0.0256410256410256,0.5982905982905984,ok,6b5eb84,1f0ebd85,precomputed,2.0,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0123035740107297,-0.0322699509561061,0.8212862610816956,0.0789467021822929,0.0358974358974358,0.6826824457593688,ok,6b5eb84,c45717fd,precomputed,2.0,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,26,103740,0.0119176628068089,-0.0007052783039398,0.8275351524353027,0.0964897125959396,0.041025641025641,0.7105588428665353,ok,6b5eb84,2e3d4e8c,precomputed,2.0,10.0
reconstruction,4S456Parcels,5,pca_pls,pca_pls,FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0044415132142603,-0.0004563866532407,0.9114116430282592,0.1908428072929382,0.2358974358974359,0.942432610124918,ok,6b5eb84,ef43f356,precomputed,,
reconstruction,4S456Parcels,5,bayesian_ridge,bayesian_ridge,FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0043265293352305,0.0283970087766647,0.9138250946998596,0.2083807587623596,0.2153846153846154,0.9309401709401708,ok,6b5eb84,e4cb118a,precomputed,,
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0044961660169065,-0.0156233385205268,0.9102734923362732,0.19156114757061,0.3384615384615385,0.9503747534516764,ok,6b5eb84,d386fdeb,precomputed,0.5,0.1
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0043255677446722,0.0275693461298942,0.9138505458831788,0.2086849063634872,0.3128205128205128,0.9643655489809336,ok,6b5eb84,01d3ff98,precomputed,0.5,1.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0044218762777745,0.0141641264781355,0.9124583005905152,0.1984757632017135,0.2205128205128205,0.9313346482577252,ok,6b5eb84,8bb8d582,precomputed,0.5,10.0
reconstruction,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,103766,103740,0.0045562419109046,-0.029404692351818,0.9090673327445984,0.1900153458118438,0.3128205128205128,0.9486916502301118,ok,6b5eb84,5b572f3a,precomputed,1.0,0.1
