task,parcellation,seed,estimator,variant,input_set,source,target,is_block,n_train,n_test,n_src_feat,n_tgt_feat,mse,r2,pearson,demeaned_pearson,top1_acc,avg_rank,status,git_commit,config_hash,data_load_mode,hp_gamma_mult,hp_alpha
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",FC,FC,SC,False,683,195,64620,64620,0.0057200007140636,-0.0719668790698051,0.909167230129242,0.1241735219955444,0.1282051282051282,0.8942800788954635,ok,e8f290e,3fd6e08a,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",FC,FC,SC,False,683,195,64620,64620,0.0053914710879325,-0.0109497597441077,0.9145933389663696,0.1265551745891571,0.1743589743589743,0.909033530571992,ok,e8f290e,6ddb256e,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",FC,FC,SC,False,683,195,64620,64620,0.0053679100237786,-0.0009763929410837,0.9153611660003662,0.1261244565248489,0.1435897435897435,0.9107166337935568,ok,e8f290e,eda9df0d,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,SC,SC,FC,False,683,195,64620,64620,0.0143186161294579,-0.0506129600107669,0.8277159333229065,0.083430141210556,0.0512820512820512,0.7081919789612097,ok,e8f290e,08e9dda0,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,SC,SC,FC,False,683,195,64620,64620,0.0136041976511478,0.0016605140408501,0.8371231555938721,0.1053477451205253,0.0512820512820512,0.7722813938198554,ok,e8f290e,ee1a340b,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",SC,SC,FC,False,683,195,64620,64620,0.014609863050282,-0.0741100162267685,0.8245248794555664,0.0842281058430671,0.0205128205128205,0.7196318211702827,ok,e8f290e,3ae1c48f,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",SC,SC,FC,False,683,195,64620,64620,0.0136999441310763,-0.005904771387577,0.8358539938926697,0.0840582251548767,0.0461538461538461,0.7322024983563444,ok,e8f290e,1437aa38,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",SC,SC,FC,False,683,195,64620,64620,0.0137076051905751,-0.0041077942587435,0.835793673992157,0.0840271785855293,0.0358974358974358,0.7351216305062459,ok,e8f290e,ebcf7bec,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",SC,SC,FC,False,683,195,64620,64620,0.0148191880434751,-0.0895514488220214,0.8220458030700684,0.0838065147399902,0.0256410256410256,0.7202103879026955,ok,e8f290e,bba6a9a7,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",SC,SC,FC,False,683,195,64620,64620,0.0138164917007088,-0.015114196576178,0.8343623876571655,0.0841819941997528,0.0461538461538461,0.7328862590401052,ok,e8f290e,a7089c69,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",SC,SC,FC,False,683,195,64620,64620,0.0136869503185153,-0.0028914238791912,0.8360605239868164,0.0839669555425643,0.0461538461538461,0.7364891518737673,ok,e8f290e,06699028,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",SC,SC,FC,False,683,195,64620,64620,0.0149087635800242,-0.0962024629116058,0.8210269808769226,0.0826465934514999,0.0256410256410256,0.7239973701512163,ok,e8f290e,fccc09c6,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",SC,SC,FC,False,683,195,64620,64620,0.0139238955453038,-0.0233506001532077,0.8330192565917969,0.0839957594871521,0.041025641025641,0.7356738987508218,ok,e8f290e,5d84a199,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",SC,SC,FC,False,683,195,64620,64620,0.0136728100478649,-0.0021093697287142,0.8362484574317932,0.0831937342882156,0.0461538461538461,0.7388034188034188,ok,e8f290e,481e4a71,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,bv,bv,SC,False,683,195,16,64620,0.0053238463588058,0.0043870629742741,0.9149230718612672,0.1449087709188461,0.082051282051282,0.8352662721893491,ok,e8f290e,2a63ca21,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,bv,bv,SC,False,683,195,16,64620,0.0052657686173915,0.0149774746969342,0.9159098863601683,0.1527019590139389,0.0769230769230769,0.8372649572649573,ok,e8f290e,8fbb2bc2,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,64620,0.005561507306993,-0.0320227816700935,0.911018431186676,0.1165987849235534,0.041025641025641,0.7321761998685076,ok,e8f290e,85577443,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,64620,0.0053169573657214,0.0081083569675683,0.9150719046592712,0.1420862227678299,0.0871794871794871,0.8395266272189349,ok,e8f290e,e9fd4722,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv,bv,SC,False,683,195,16,64620,0.005288750398904,0.0143955219537019,0.9158362746238708,0.1454303860664367,0.0769230769230769,0.8486785009861932,ok,e8f290e,afeef05b,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,64620,0.0057671810500323,-0.0641552060842514,0.9076358079910278,0.0996394827961921,0.0307692307692307,0.6819723865877712,ok,e8f290e,49fb4614,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,64620,0.0053705391474068,0.0003431419027037,0.9142016172409058,0.1317121684551239,0.0666666666666666,0.8188297172912558,ok,e8f290e,60164de5,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv,bv,SC,False,683,195,16,64620,0.0052845263853669,0.015392929315567,0.9158268570899964,0.1441625207662582,0.0615384615384615,0.8490992767915845,ok,e8f290e,c020afac,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,64620,0.0061068763025105,-0.1184481605887413,0.9022071361541748,0.0817925110459327,0.0205128205128205,0.6421564760026299,ok,e8f290e,e671f692,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,64620,0.0054556722752749,-0.0124530224129557,0.9128478169441224,0.1170499846339225,0.0358974358974358,0.7931886916502301,ok,e8f290e,b3ca9be7,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv,bv,SC,False,683,195,16,64620,0.005293944850564,0.0144678009673953,0.915692150592804,0.1403045207262039,0.0615384615384615,0.8411834319526628,ok,e8f290e,8595cde7,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,bv,bv,FC,False,683,195,16,64620,0.0139085408300161,-0.0175769310444593,0.833213210105896,0.0527854040265083,0.0102564102564102,0.6272715318869165,ok,e8f290e,d13921dc,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,bv,bv,FC,False,683,195,16,64620,0.0136848511174321,-0.0017892200266942,0.8359555602073669,0.0652330517768859,0.0205128205128205,0.6666140696909928,ok,e8f290e,7417b385,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,64620,0.0146245127543807,-0.0675035640597343,0.8240991830825806,0.0342024564743042,0.0205128205128205,0.5716239316239317,ok,e8f290e,a43927ab,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,64620,0.0138854356482625,-0.0158953908830881,0.8334757685661316,0.0504150539636611,0.0256410256410256,0.6322945430637739,ok,e8f290e,7ad5b47b,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv,bv,FC,False,683,195,16,64620,0.0137205384671688,-0.0043806144967675,0.8356199860572815,0.0523800402879715,0.0205128205128205,0.6361341222879684,ok,e8f290e,cd079523,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,64620,0.0152411852031946,-0.1106191128492355,0.816453754901886,0.0296640787273645,0.0205128205128205,0.5552925706771861,ok,e8f290e,14923eeb,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,64620,0.0140397297218441,-0.0266077164560556,0.831460177898407,0.0435312502086162,0.0256410256410256,0.6121499013806706,ok,e8f290e,4ebd76fe,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv,bv,FC,False,683,195,16,64620,0.0137367211282253,-0.005454224999994,0.8353967070579529,0.051071397960186,0.0205128205128205,0.6375542406311637,ok,e8f290e,585bb07f,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,64620,0.0161137897521257,-0.1727700978517532,0.8058507442474365,0.026647288352251,0.0102564102564102,0.545956607495069,ok,e8f290e,6acf1467,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,64620,0.0142691638320684,-0.042641807347536,0.8284276723861694,0.0375667475163936,0.0256410256410256,0.5934253780407626,ok,e8f290e,a06967aa,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv,bv,FC,False,683,195,16,64620,0.0137581555172801,-0.0069085513241589,0.8350808024406433,0.0481294579803943,0.0256410256410256,0.6333727810650888,ok,e8f290e,59d30a60,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,demo,demo,SC,False,683,195,9,64620,0.0053834272548556,-0.010466780513525,0.9146867990493774,0.1136647835373878,0.0153846153846153,0.7640499671268902,ok,e8f290e,2c30e7c4,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,demo,demo,SC,False,683,195,9,64620,0.0053498400375247,-0.0033872420899569,0.91525399684906,0.117663025856018,0.0153846153846153,0.7508481262327417,ok,e8f290e,cbb61814,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",demo,demo,SC,False,683,195,9,64620,0.0054564797319471,-0.0210379902273416,0.9135294556617736,0.1033724471926689,0.0205128205128205,0.7013806706114398,ok,e8f290e,81446131,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",demo,demo,SC,False,683,195,9,64620,0.0053884354420006,-0.0097837597131729,0.9146206378936768,0.1109974756836891,0.0102564102564102,0.7497172912557528,ok,e8f290e,2340fe20,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",demo,demo,SC,False,683,195,9,64620,0.0053487904369831,-8.466343570034951e-05,0.9152811765670776,0.1134593412280082,0.0153846153846153,0.7838264299802762,ok,e8f290e,87cec924,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",demo,demo,SC,False,683,195,9,64620,0.0055127148516476,-0.0300054792314767,0.9126405119895936,0.0967623367905616,0.0358974358974358,0.6796318211702828,ok,e8f290e,d1b452e5,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",demo,demo,SC,False,683,195,9,64620,0.0054152174852788,-0.0140279689803719,0.9141964912414552,0.1061928197741508,0.0102564102564102,0.7262064431295201,ok,e8f290e,75d223c5,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",demo,demo,SC,False,683,195,9,64620,0.0053552142344415,-0.0019952978473156,0.9151761531829834,0.1114015653729438,0.0102564102564102,0.7691781722550953,ok,e8f290e,68de8e31,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",demo,demo,SC,False,683,195,9,64620,0.0055955294519662,-0.0433150455355644,0.9113636016845704,0.089496798813343,0.0051282051282051,0.6567521367521367,ok,e8f290e,844d0d03,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",demo,demo,SC,False,683,195,9,64620,0.0054492140188813,-0.0192556772381067,0.9136499762535096,0.1001193895936012,0.0256410256410256,0.6990401051939514,ok,e8f290e,612b9f16,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",demo,demo,SC,False,683,195,9,64620,0.0053666299208998,-0.0042305635288357,0.9150105714797974,0.1072371825575828,0.0051282051282051,0.7531097961867192,ok,e8f290e,3452d1e5,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,demo,demo,FC,False,683,195,9,64620,0.0136483227834105,-0.0004657996760215,0.8362974524497986,0.1011587679386138,0.0205128205128205,0.6614595660749507,ok,e8f290e,7730a027,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,demo,demo,FC,False,683,195,9,64620,0.0135654332116246,0.0055413981899619,0.8374091386795044,0.1058489456772804,0.0256410256410256,0.6598027613412228,ok,e8f290e,b34f1a17,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",demo,demo,FC,False,683,195,9,64620,0.0138121107593178,-0.0117760170251131,0.8338961601257324,0.0934898927807807,0.0102564102564102,0.6437606837606837,ok,e8f290e,f1a16339,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",demo,demo,FC,False,683,195,9,64620,0.0136289028450846,0.0010232520289719,0.8364291191101074,0.1027701720595359,0.0102564102564102,0.667508218277449,ok,e8f290e,a535add5,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",demo,demo,FC,False,683,195,9,64620,0.0135610755532979,0.0058577605523169,0.8374655842781067,0.1039476171135902,0.0256410256410256,0.6890729783037475,ok,e8f290e,d32e64b5,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",demo,demo,FC,False,683,195,9,64620,0.0139883132651448,-0.0244626086205244,0.831559956073761,0.0850981399416923,0.0102564102564102,0.6338987508218277,ok,e8f290e,b613612e,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",demo,demo,FC,False,683,195,9,64620,0.0136996684595942,-0.0039425371214747,0.8354414105415344,0.0973820984363555,0.0153846153846153,0.6596975673898751,ok,e8f290e,492c7c86,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",demo,demo,FC,False,683,195,9,64620,0.0135680511593818,0.0053472737781703,0.8373190760612488,0.1033175438642501,0.0205128205128205,0.6817357001972386,ok,e8f290e,bba7b904,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",demo,demo,FC,False,683,195,9,64620,0.0142104979604482,-0.040692314505577,0.8287706971168518,0.0774526223540306,0.0051282051282051,0.6204339250493096,ok,e8f290e,2f3e1bdf,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",demo,demo,FC,False,683,195,9,64620,0.0138019695878028,-0.0113013805821537,0.8340713381767273,0.0899538099765777,0.0205128205128205,0.646232741617357,ok,e8f290e,5aca2189,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",demo,demo,FC,False,683,195,9,64620,0.0135938953608274,0.0035181785933673,0.8369442820549011,0.0995077118277549,0.0153846153846153,0.6697961867192637,ok,e8f290e,ec4df8d5,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,bv+demo,bv+demo,SC,False,683,195,25,64620,0.0053639886900782,-0.0027394553180783,0.914289653301239,0.1487528830766677,0.1025641025641025,0.8583300460223537,ok,e8f290e,f1a27ffb,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,bv+demo,bv+demo,SC,False,683,195,25,64620,0.0052579720504581,0.0157138537615537,0.916051983833313,0.1602655947208404,0.082051282051282,0.8660880999342537,ok,e8f290e,1788679f,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0055570937693119,-0.0313432328402996,0.911141037940979,0.1267846375703811,0.0512820512820512,0.772965154503616,ok,e8f290e,f439dd5e,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0053137498907744,0.0081362957134842,0.9151525497436525,0.1490761637687683,0.1538461538461538,0.8717685733070348,ok,e8f290e,8fb5d605,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0052973614074289,0.0128110107034444,0.9158812165260316,0.1489171087741851,0.1435897435897435,0.8725838264299803,ok,e8f290e,97d84665,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.005840606521815,-0.0755312293767929,0.9065675139427184,0.1047107279300689,0.0205128205128205,0.7016436554898093,ok,e8f290e,c198eeb1,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0053610252216458,0.0013671775814145,0.914393663406372,0.1409131437540054,0.1179487179487179,0.858172255095332,ok,e8f290e,2785de5c,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0052860998548567,0.0147343035787343,0.9159456491470336,0.1482293605804443,0.1435897435897435,0.873740959894806,ok,e8f290e,bedc0d0b,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0061541064642369,-0.125030368566513,0.9016003012657166,0.0857719779014587,0.0102564102564102,0.6710059171597633,ok,e8f290e,d91f638f,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0054453290067613,-0.0108141005039215,0.9130685925483704,0.1257665455341339,0.0615384615384615,0.8300328731097961,ok,e8f290e,b1982f9b,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv+demo,bv+demo,SC,False,683,195,25,64620,0.0052914978004992,0.014170303940773,0.915846824645996,0.1444540321826934,0.1435897435897435,0.8638264299802761,ok,e8f290e,0f7d6d46,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,bv+demo,bv+demo,FC,False,683,195,25,64620,0.0138502893969416,-0.0148012256249785,0.8338122963905334,0.0968695804476738,0.0307692307692307,0.68465483234714,ok,e8f290e,bb9dec0e,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,bv+demo,bv+demo,FC,False,683,195,25,64620,0.0135368751361966,0.0075722215697169,0.8376449346542358,0.1156401634216308,0.0153846153846153,0.6949638395792241,ok,e8f290e,508f5d51,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0143671538680791,-0.0507503561675548,0.8269786834716797,0.0766203328967094,0.0256410256410256,0.6382380013149244,ok,e8f290e,ce9c6441,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0137142827734351,-0.0048534707166254,0.8354737758636475,0.0972246974706649,0.0461538461538461,0.6921236028928337,ok,e8f290e,b5b0a0af,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0136022297665476,0.0032896476332098,0.8370608687400818,0.0945324823260307,0.041025641025641,0.6924128862590402,ok,e8f290e,b406efc8,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0151535449549555,-0.1065543517470359,0.8171624541282654,0.0601048097014427,0.0153846153846153,0.6024194608809994,ok,e8f290e,5b57b9da,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0138380220159888,-0.0134588638320565,0.8338342905044556,0.0895334556698799,0.0307692307692307,0.6825509533201841,ok,e8f290e,8dc74e00,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0135949989780783,0.0037172781303524,0.837110161781311,0.0952679961919784,0.0358974358974358,0.6930966469428008,ok,e8f290e,09b822db,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0159909408539533,-0.1661683171987533,0.8069067001342773,0.0478550978004932,0.0102564102564102,0.5782774490466798,ok,e8f290e,4f4f7743,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0140551952645182,-0.0287125781178474,0.8309771418571472,0.0772388651967048,0.0256410256410256,0.6619066403681788,ok,e8f290e,246c72ee,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv+demo,bv+demo,FC,False,683,195,25,64620,0.0136081762611866,0.0027976986020803,0.8368872404098511,0.0929786190390586,0.0256410256410256,0.685733070348455,ok,e8f290e,13cb1d10,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0054301586933434,-0.0188534911721944,0.91322660446167,0.1573611497879028,0.1641025641025641,0.9035108481262328,ok,e8f290e,e4f5b09c,precomputed,,
reconstruction,Glasser,2,bayesian_ridge,bayesian_ridge,FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0052232439629733,0.0168345868587493,0.916703462600708,0.1814327090978622,0.1589743589743589,0.9218934911242604,ok,e8f290e,405b9393,precomputed,,
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0055211507715284,-0.0380030311644077,0.9117513298988342,0.1599783152341842,0.241025641025641,0.9229454306377384,ok,e8f290e,03ef412d,precomputed,0.5,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0052299038507044,0.0158655252307653,0.9165635108947754,0.1768686473369598,0.2717948717948718,0.9468507560815254,ok,e8f290e,dd40eb96,precomputed,0.5,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0053018638864159,0.0097810002043843,0.9157429933547974,0.1696530133485794,0.2,0.9060618014464168,ok,e8f290e,1fe4117b,precomputed,0.5,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0056038862094283,-0.0526548847556114,0.910427451133728,0.1583570092916488,0.2256410256410256,0.9227350427350428,ok,e8f290e,8c5492f4,precomputed,1.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0052621406503021,0.0086242025718092,0.9160228967666626,0.1742738038301468,0.2666666666666666,0.9463510848126232,ok,e8f290e,a24cf0cd,precomputed,1.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0052712736651301,0.0138519722968339,0.9160726070404052,0.1722089350223541,0.2153846153846154,0.9212360289283366,ok,e8f290e,f92ed89c,precomputed,1.0,10.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0056489622220396,-0.0614988766610622,0.9097676873207092,0.1595124900341034,0.2307692307692307,0.9280473372781064,ok,e8f290e,7a770065,precomputed,2.0,0.1
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0053051621653139,-0.0004916449543088,0.9153531789779664,0.1731689125299453,0.241025641025641,0.9458777120315582,ok,e8f290e,88af2721,precomputed,2.0,1.0
reconstruction,Glasser,2,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",FC+bv+demo,FC+bv+demo,SC,True,683,195,64645,64620,0.0052517843432724,0.0161295980215072,0.9162896275520324,0.17298024892807,0.2564102564102564,0.9290992767915844,ok,e8f290e,af57eddd,precomputed,2.0,10.0
reconstruction,Glasser,2,pca_pls,pca_pls,SC+bv+demo,SC+bv+demo,FC,True,683,195,64645,64620,0.0141538102179765,-0.0392301343381404,0.8294998407363892,0.1085586845874786,0.041025641025641,0.7374621959237344,ok,e8f290e,a844c5e6,precomputed,,
