task,parcellation,seed,estimator,variant,input_set,target,is_leak_target,contains_bvdemo,pearson,spearman,r2,n_eval,lift_over_bvdemo,lift_perm_p,residualized_pearson,git_commit,config_hash,hp_gamma_mult,hp_alpha,balanced_acc
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC+bv+demo,CogCryst,False,True,0.1753588183933972,0.1755579903789504,-0.4412531766357646,195.0,0.1521349230323161,0.0004997501249375,0.1121806379979272,6b5eb84,008abbce,2.0,10.0,
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC+bv+demo,CogCryst,False,True,0.1170367754153391,0.0913411351924627,-0.682136184190751,195.0,0.093812880054258,0.0004997501249375,-0.1075367934006024,6b5eb84,186b114f,2.0,10.0,
downstream,4S456Parcels,5,pca_pls,pca_pls,bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,1ed25033,,,1.0
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC,sex,True,False,,,,,-0.0828947368421053,,,6b5eb84,b2cb2392,,,0.9171052631578946
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC,sex,True,False,,,,,-0.1736842105263157,,,6b5eb84,a1fc6116,,,0.8263157894736842
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+obs_SC,sex,True,False,,,,,-0.0102631578947368,,,6b5eb84,2d163a39,,,0.9897368421052632
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,sex,True,False,,,,,-0.2013157894736842,,,6b5eb84,a85c635a,,,0.7986842105263158
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,sex,True,False,,,,,-0.2107894736842105,,,6b5eb84,86f035ad,,,0.7892105263157895
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,sex,True,True,,,,,-0.0052631578947368,,,6b5eb84,270ca358,,,0.9947368421052633
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,sex,True,True,,,,,-0.005,,,6b5eb84,9ac9e902,,,0.995
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,af8b8702,,,1.0
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,b134b3e3,,,1.0
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,30af390f,,,0.7939473684210526
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC,sex,True,False,,,,,0.133421052631579,,,6b5eb84,cbe16277,,,0.9273684210526316
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC,sex,True,False,,,,,0.1494736842105263,,,6b5eb84,1e76e177,,,0.9434210526315788
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,sex,True,False,,,,,0.1905263157894737,,,6b5eb84,0f2d1b15,,,0.9844736842105264
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,sex,True,False,,,,,0.0915789473684211,,,6b5eb84,ab3a2728,,,0.8855263157894737
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,sex,True,False,,,,,0.0873684210526316,,,6b5eb84,d40b5bc8,,,0.8813157894736843
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,sex,True,True,,,,,0.1955263157894736,,,6b5eb84,202ced56,,,0.9894736842105264
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,sex,True,True,,,,,0.2010526315789473,,,6b5eb84,a5e49ddb,,,0.995
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC+bv+demo,sex,True,True,,,,,0.2060526315789473,,,6b5eb84,4b1fe804,,,1.0
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC+bv+demo,sex,True,True,,,,,0.2060526315789473,,,6b5eb84,06d91052,,,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,174c00c7,0.5,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC,sex,True,False,,,,,-0.0818421052631579,,,6b5eb84,4b101fec,0.5,0.1,0.918157894736842
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC,sex,True,False,,,,,-0.066578947368421,,,6b5eb84,93ed46cc,0.5,0.1,0.9334210526315788
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,sex,True,False,,,,,-0.0152631578947368,,,6b5eb84,a43bacc4,0.5,0.1,0.9847368421052632
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,sex,True,False,,,,,-0.1702631578947369,,,6b5eb84,5aed39d0,0.5,0.1,0.8297368421052631
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,sex,True,False,,,,,-0.1492105263157894,,,6b5eb84,fca8247a,0.5,0.1,0.8507894736842105
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,sex,True,True,,,,,-0.0052631578947368,,,6b5eb84,4db99253,0.5,0.1,0.9947368421052633
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC+bv+demo,sex,True,True,,,,,-0.005,,,6b5eb84,5c702e33,0.5,0.1,0.995
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,13790946,0.5,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,0d53c158,0.5,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,35eed21b,0.5,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC,sex,True,False,,,,,-0.076578947368421,,,6b5eb84,6a0e2334,0.5,1.0,0.9234210526315788
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC,sex,True,False,,,,,-0.0663157894736842,,,6b5eb84,90fe7bc5,0.5,1.0,0.9336842105263158
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,sex,True,False,,,,,-0.0152631578947368,,,6b5eb84,aad87ce5,0.5,1.0,0.9847368421052632
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,sex,True,False,,,,,-0.1855263157894737,,,6b5eb84,f345547f,0.5,1.0,0.8144736842105262
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,sex,True,False,,,,,-0.1702631578947369,,,6b5eb84,7b2e1c0d,0.5,1.0,0.8297368421052631
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,sex,True,True,,,,,-0.0052631578947368,,,6b5eb84,3265ff37,0.5,1.0,0.9947368421052633
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC+bv+demo,sex,True,True,,,,,-0.005,,,6b5eb84,d30f9b9f,0.5,1.0,0.995
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,ca3d8e1f,0.5,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,4d517829,0.5,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,7840a606,0.5,10.0,0.9789473684210526
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC,sex,True,False,,,,,-0.0789473684210525,,,6b5eb84,56ac46ab,0.5,10.0,0.9
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC,sex,True,False,,,,,-0.0407894736842104,,,6b5eb84,4aa5f44e,0.5,10.0,0.938157894736842
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,sex,True,False,,,,,-0.0049999999999998,,,6b5eb84,f37671f2,0.5,10.0,0.9739473684210528
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,sex,True,False,,,,,-0.3257894736842104,,,6b5eb84,2f3865ad,0.5,10.0,0.6531578947368422
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,sex,True,False,,,,,-0.2936842105263157,,,6b5eb84,00eecbb2,0.5,10.0,0.6852631578947368
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,sex,True,True,,,,,-0.0052631578947368,,,6b5eb84,c0696fb8,0.5,10.0,0.9736842105263156
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC+bv+demo,sex,True,True,,,,,0.0157894736842105,,,6b5eb84,8a3f1698,0.5,10.0,0.9947368421052633
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC+bv+demo,sex,True,True,,,,,-0.3789473684210526,,,6b5eb84,ba6a3850,0.5,10.0,0.6
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC+bv+demo,sex,True,True,,,,,-0.1578947368421052,,,6b5eb84,d1d9ab71,0.5,10.0,0.8210526315789474
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,2380ada4,1.0,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC,sex,True,False,,,,,-0.0815789473684209,,,6b5eb84,fd65bbf8,1.0,0.1,0.918421052631579
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC,sex,True,False,,,,,-0.0663157894736842,,,6b5eb84,407b10e8,1.0,0.1,0.9336842105263158
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.015,,,6b5eb84,b6703bc3,1.0,0.1,0.985
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,sex,True,False,,,,,-0.1802631578947369,,,6b5eb84,def0b0f3,1.0,0.1,0.8197368421052631
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,sex,True,False,,,,,-0.1589473684210527,,,6b5eb84,eb2df8cd,1.0,0.1,0.8410526315789473
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,sex,True,True,,,,,-0.0102631578947368,,,6b5eb84,31f081a0,1.0,0.1,0.9897368421052632
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC+bv+demo,sex,True,True,,,,,-0.005,,,6b5eb84,d24e6486,1.0,0.1,0.995
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,f867f82e,1.0,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC+bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,52319e61,1.0,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,80fcc456,1.0,1.0,0.9842105263157894
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC,sex,True,False,,,,,-0.0702631578947368,,,6b5eb84,3e09ea66,1.0,1.0,0.9139473684210526
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC,sex,True,False,,,,,-0.0805263157894736,,,6b5eb84,871c7886,1.0,1.0,0.9036842105263158
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.0092105263157894,,,6b5eb84,c48b2d27,1.0,1.0,0.975
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,sex,True,False,,,,,-0.1639473684210526,,,6b5eb84,fddb1544,1.0,1.0,0.8202631578947368
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,sex,True,False,,,,,-0.1586842105263157,,,6b5eb84,b0734063,1.0,1.0,0.8255263157894737
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,sex,True,True,,,,,0.0055263157894737,,,6b5eb84,d6abfc7f,1.0,1.0,0.9897368421052632
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC+bv+demo,sex,True,True,,,,,0.0107894736842105,,,6b5eb84,89442574,1.0,1.0,0.995
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC+bv+demo,sex,True,True,,,,,0.0157894736842105,,,6b5eb84,7e0ad45d,1.0,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC+bv+demo,sex,True,True,,,,,0.0157894736842105,,,6b5eb84,8e7eb8c4,1.0,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,a025f651,1.0,10.0,0.963157894736842
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC,sex,True,False,,,,,-0.278421052631579,,,6b5eb84,7aeb2940,1.0,10.0,0.6847368421052631
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC,sex,True,False,,,,,-0.173157894736842,,,6b5eb84,ad60c8ea,1.0,10.0,0.79
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.2831578947368421,,,6b5eb84,c93aa71a,1.0,10.0,0.6799999999999999
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,sex,True,False,,,,,-0.2063157894736842,,,6b5eb84,521352f6,1.0,10.0,0.7568421052631579
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,sex,True,False,,,,,-0.1642105263157894,,,6b5eb84,b6c6f84d,1.0,10.0,0.7989473684210526
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,sex,True,True,,,,,-0.1981578947368421,,,6b5eb84,086b501a,1.0,10.0,0.765
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC+bv+demo,sex,True,True,,,,,-0.123157894736842,,,6b5eb84,1a72300f,1.0,10.0,0.8400000000000001
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC+bv+demo,sex,True,True,,,,,-0.1263157894736842,,,6b5eb84,f7ebca5f,1.0,10.0,0.8368421052631578
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC+bv+demo,sex,True,True,,,,,-0.005,,,6b5eb84,3e51e004,1.0,10.0,0.958157894736842
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,c24be816,2.0,0.1,0.9842105263157894
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC,sex,True,False,,,,,-0.1102631578947368,,,6b5eb84,49bc7818,2.0,0.1,0.8739473684210526
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC,sex,True,False,,,,,-0.0649999999999999,,,6b5eb84,84191b5c,2.0,0.1,0.9192105263157896
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.0292105263157893,,,6b5eb84,f66c9d9c,2.0,0.1,0.955
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,sex,True,False,,,,,-0.1686842105263157,,,6b5eb84,af3294f6,2.0,0.1,0.8155263157894737
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,sex,True,False,,,,,-0.1376315789473683,,,6b5eb84,2ed45ae8,2.0,0.1,0.8465789473684211
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,sex,True,True,,,,,-0.0042105263157894,,,6b5eb84,3a6cf51c,2.0,0.1,0.98
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC+bv+demo,sex,True,True,,,,,0.0007894736842105,,,6b5eb84,c3ea4a51,2.0,0.1,0.985
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC+bv+demo,sex,True,True,,,,,0.0157894736842105,,,6b5eb84,4c80aab9,2.0,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC+bv+demo,sex,True,True,,,,,0.0157894736842105,,,6b5eb84,6a9f7389,2.0,0.1,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,b5803ac0,2.0,1.0,0.9789473684210526
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC,sex,True,False,,,,,-0.1544736842105262,,,6b5eb84,74104527,2.0,1.0,0.8244736842105264
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC,sex,True,False,,,,,-0.1289473684210526,,,6b5eb84,801b5af2,2.0,1.0,0.85
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.0939473684210525,,,6b5eb84,aad7a0c4,2.0,1.0,0.885
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,sex,True,False,,,,,-0.1528947368421052,,,6b5eb84,8cf0a211,2.0,1.0,0.8260526315789474
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,sex,True,False,,,,,-0.1418421052631577,,,6b5eb84,58a10099,2.0,1.0,0.8371052631578948
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,sex,True,True,,,,,-0.0439473684210525,,,6b5eb84,502453ac,2.0,1.0,0.935
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC+bv+demo,sex,True,True,,,,,-0.0139473684210524,,,6b5eb84,34c97d24,2.0,1.0,0.965
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC+bv+demo,sex,True,True,,,,,0.0210526315789474,,,6b5eb84,a0dd6540,2.0,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC+bv+demo,sex,True,True,,,,,0.0210526315789474,,,6b5eb84,64828840,2.0,1.0,1.0
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",bv+demo,sex,True,True,,,,,0.0,,,6b5eb84,cb40b348,2.0,10.0,0.9315789473684212
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC,sex,True,False,,,,,-0.421578947368421,,,6b5eb84,ebb7f7c8,2.0,10.0,0.51
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC,sex,True,False,,,,,-0.391578947368421,,,6b5eb84,92e1b275,2.0,10.0,0.54
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,sex,True,False,,,,,-0.431578947368421,,,6b5eb84,881d3de8,2.0,10.0,0.5
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,sex,True,False,,,,,-0.1663157894736842,,,6b5eb84,7597af32,2.0,10.0,0.7652631578947369
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,sex,True,False,,,,,-0.1494736842105263,,,6b5eb84,21d7585e,2.0,10.0,0.7821052631578947
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,sex,True,True,,,,,-0.426578947368421,,,6b5eb84,8971ca72,2.0,10.0,0.505
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC+bv+demo,sex,True,True,,,,,-0.406578947368421,,,6b5eb84,d8e60fca,2.0,10.0,0.525
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC+bv+demo,sex,True,True,,,,,-0.0947368421052632,,,6b5eb84,00d4bcee,2.0,10.0,0.8368421052631578
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC+bv+demo,sex,True,True,,,,,-0.0078947368421052,,,6b5eb84,c51a5120,2.0,10.0,0.9236842105263158
downstream,4S456Parcels,5,pca_pls,pca_pls,bv+demo,age,True,True,0.9999999999999976,0.996758328296972,0.9999999999999952,195.0,0.0,1.0,,6b5eb84,a557a33a,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC,age,True,False,0.2444833461126858,0.2477962664251657,-0.4361829723156629,195.0,-0.7555166538873118,1.0,,6b5eb84,12dc0825,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC,age,True,False,0.3399242669507851,0.3296659920660643,0.073598921688457,195.0,-0.6600757330492126,1.0,,6b5eb84,44f8f4ad,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+obs_SC,age,True,False,0.5014032422999666,0.4874148964144073,0.250381289439168,195.0,-0.4985967577000311,1.0,,6b5eb84,06984486,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,age,True,False,0.175111030206725,0.1624997758288382,-0.140939706274122,195.0,-0.8248889697932726,1.0,,6b5eb84,95de3576,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,age,True,False,0.0575473292312794,0.049406790252901,-0.4889395056225127,195.0,-0.9424526707687182,1.0,,6b5eb84,a5b3f1d1,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,age,True,True,0.7740800521679478,0.7693513539484701,0.5707905030959386,195.0,-0.2259199478320498,1.0,,6b5eb84,f3dcc0b5,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,age,True,True,0.7414355478921675,0.7444799085150369,0.5301900634184629,195.0,-0.2585644521078302,1.0,,6b5eb84,9491b4ca,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC+bv+demo,age,True,True,0.9999999919147436,0.996758328296972,0.9999999835594592,195.0,-8.085254132872421e-09,1.0,,6b5eb84,2b4a3ffe,,,
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC+bv+demo,age,True,True,0.9999652786067889,0.996758328296972,0.9999297036724356,195.0,-3.472139320881418e-05,1.0,,6b5eb84,e9e610ba,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,bv+demo,age,True,True,0.7646699819238668,0.7648407862885878,-0.6498841508768063,195.0,0.0,1.0,,6b5eb84,d8e38b01,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC,age,True,False,0.45479333880965,0.4417173904736016,0.2049386185121325,195.0,-0.3098766431142167,0.0004997501249375,,6b5eb84,6aa99458,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC,age,True,False,0.3571302600804297,0.3517284806774686,0.1274535685028616,195.0,-0.4075397218434371,0.0004997501249375,,6b5eb84,7b2c3d85,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,age,True,False,0.4876453496185647,0.4734245053987931,0.2343570635787817,195.0,-0.277024632305302,0.0004997501249375,,6b5eb84,8727edce,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,age,True,False,0.3877708481255357,0.3631737619713889,0.1334468561361347,195.0,-0.376899133798331,0.0004997501249375,,6b5eb84,a3a971b0,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,age,True,False,0.1874409517359769,0.2046795910442532,0.0239254867831535,195.0,-0.5772290301878898,0.0004997501249375,,6b5eb84,024ab6ad,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,age,True,True,0.7530659267954921,0.7524034398974075,0.5225780768266697,195.0,-0.0116040551283747,0.0004997501249375,,6b5eb84,3ef62dda,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,age,True,True,0.8823965227450296,0.8846265580034862,0.7235860908253138,195.0,0.1177265408211627,0.0004997501249375,,6b5eb84,458547fa,,,
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC+bv+demo,age,True,True,0.9989138498662432,0.996758328296972,0.997777147184082,195.0,0.2342438679423764,0.0004997501249375,,6b5eb84,b35cd6a4,,,
