r2t_mode,spearman_with_SC_PC3,p_value
10,-0.3200731521791904,5.080977331849306e-06
7,-0.22591076081503175,0.0014955566704697755
4,0.19214908802537664,0.007121934915339137
5,0.17424622505623974,0.014840875364356975
6,-0.1638220395215977,0.02211278210344072
3,0.14108821958601045,0.04913997031337752
2,-0.1001488938160514,0.16361478219312392
9,-0.0943226140575183,0.18965463073494568
8,0.09276570263315474,0.19710023631070892
1,0.08456521387301946,0.239833354078998
