parc,n,mean,median,std,min,max,p1,p5,p25,p75,p95,p99,skew,kurtosis,normaltest_p,frac_below_0.2,within_vs_between_spearman
Glasser,1018,0.4894114136695862,0.4942834973335266,0.11734519153833389,-0.0019415749702602625,0.7750703692436218,0.1490195095539093,0.2818108797073364,0.4203835129737854,0.5722235441207886,0.6645369529724121,0.7137516140937805,-0.5806726813316345,0.7912044525146484,5.228883e-15,0.0206286836935167,0.4053626130213701
4S456Parcels,1018,0.45542874932289124,0.46239444613456726,0.11062124371528625,0.05831393226981163,0.7451120615005493,0.16334356367588043,0.25830626487731934,0.3904392719268799,0.5320919752120972,0.6197068691253662,0.6727302074432373,-0.41834521293640137,0.28623485565185547,1.8734276e-07,0.026522593320235755,0.42328974565489286
