subject,achieved_mean,n_test,ceiling,source,fraction
192540,0.05116527806967497,4,0.66443574,SC,0.07700560790073539
192641,0.05369589477777481,1,0.50974023,SC,0.10533972328959558
192843,0.09483955055475235,2,0.41787705,SC,0.226955633372908
193239,-0.042134384935100876,3,0.32597786,SC,-0.1292553578181686
193845,-0.001310328021645546,2,0.46519324,SC,-0.0028167391719740938
194140,-0.012567886151373386,1,0.5114077,SC,-0.024575081977399608
194443,0.06345690600574017,2,0.48534605,SC,0.13074569372871206
194645,0.11569733917713165,1,0.377235,SC,0.3066983158432586
194746,0.1557864487171173,5,0.47231337,SC,0.32983705017098564
194847,0.0355716198682785,1,0.49043733,SC,0.0725304084586679
195041,0.2104229728380839,3,0.71389484,SC,0.2947534581396945
195445,0.13509037345647812,3,0.7097399,SC,0.19033785962502336
195647,0.08760414272546768,2,0.5410278,SC,0.16192170296141473
195849,-0.002035971381701529,3,0.35119718,SC,-0.005797231577148567
195950,0.1838415414094925,1,0.5265328,SC,0.3491549651028245
196144,0.15355521440505981,2,0.4912411,SC,0.3125862522599592
196346,0.08973383158445358,1,0.56788224,SC,0.15801485812349686
196750,0.002628758316859603,1,0.46711767,SC,0.005627614808190842
197348,0.0279429592192173,3,0.4124268,SC,0.06775253019255126
197550,0.1077477689832449,2,0.66587514,SC,0.16181377334982786
198047,0.00020440202206373215,2,0.4763626,SC,0.0004290891477704844
198249,0.07820966467261314,2,0.32245567,SC,0.242543927581156
198350,-0.025173980742692947,2,0.4847028,SC,-0.051936941034161445
198451,0.05395843181759119,4,0.41783905,SC,0.1291368813364648
198653,0.021934645250439644,1,0.34595504,SC,0.0634031672162939
198855,0.2356473207473755,1,0.4160143,SC,0.5664404342528021
199150,0.14346583932638168,2,0.3933505,SC,0.36472774110210027
199251,-0.0007989038713276386,2,0.4785289,SC,-0.0016694997341386041
199453,0.19093779474496841,2,0.40173686,SC,0.4752807465687078
199958,0.12888725474476814,2,0.4516303,SC,0.28538221360428684
200109,0.16172099858522415,2,0.6787726,SC,0.23825504828159558
200513,0.10214442387223244,4,0.62049186,SC,0.16461847520809125
200614,0.06438288986682891,5,0.54582703,SC,0.11795474816780128
200917,0.15751522034406662,2,0.52310294,SC,0.3011170618617946
201111,0.3980717957019806,2,0.5867144,SC,0.6784762666503168
201414,0.10241463431157172,3,0.64806545,SC,0.1580313135217619
201818,0.11874443665146828,2,0.6430385,SC,0.1846614730711587
202719,0.10563508421182632,2,0.7427649,SC,0.14221873463841161
203923,0.053336833417415616,5,0.35208008,SC,0.15149063081732886
204016,0.03501696760455767,3,0.61185074,SC,0.05723122538767817
204319,0.10515249023834865,3,0.398426,SC,0.2639197498113794
204420,0.09338251501321793,1,0.27148682,SC,0.34396702946101737
204521,0.05262453233202299,3,0.6642659,SC,0.0792220891242844
204622,0.1282809041440487,2,0.46720988,SC,0.27456804668610324
205119,0.12390874574581782,3,0.3886891,SC,0.3187862632263622
205220,0.12343634602924188,3,0.41296163,SC,0.2989051211107479
205725,0.11643648147583008,1,0.4389778,SC,0.2652445783723689
206222,0.1989263817667961,4,0.64879745,SC,0.306607835414267
206525,0.00026756711304187775,4,0.64766437,SC,0.00041312618917399726
206727,0.124470554292202,2,0.5534892,SC,0.22488343818127254
206828,-0.2177999367316564,3,0.599884,SC,-0.3630700881031273
206929,0.08017578348517418,2,0.4105867,SC,0.19527126301259679
207123,-0.009609954742093882,3,0.23285021,SC,-0.0412709730521346
207426,0.029249703977257013,2,0.26811016,SC,0.10909584320585619
208024,0.1599520742893219,1,0.5695173,SC,0.28085551446693874
208125,0.13385647255927324,2,0.60404634,SC,0.22159967488466736
208226,0.04245956242084503,2,0.46037263,SC,0.09222868531703336
208327,0.00809231773018837,2,0.62676173,SC,0.012911314368521463
208630,0.13664306327700615,2,0.55020213,SC,0.24835066210486345
209228,0.1366319265216589,6,0.47520563,SC,0.2875216914447308
209329,0.08562807214912027,3,0.63872606,SC,0.1340607147751577
209834,0.1097564548254013,1,0.4884511,SC,0.22470305589526013
210011,-0.06478874385356903,1,0.48769972,SC,-0.13284556294920372
210112,0.12601369619369507,3,0.4476909,SC,0.28147477689114314
210617,0.26120074838399887,2,0.57432336,SC,0.4547973608177785
211114,0.006412325659766793,2,0.6275705,SC,0.010217697708491385
211215,-0.1734204776585102,2,0.5756271,SC,-0.3012722605633234
211316,0.08030305057764053,2,0.44771847,SC,0.1793605936731637
211417,0.12059855709473292,3,0.54990095,SC,0.2193095994737469
211619,0.33219411969184875,1,0.48817113,SC,0.6804870244822727
211821,-0.06299646571278572,2,0.5557748,SC,-0.11334890627064365
211922,-0.061612607911229134,2,0.47244424,SC,-0.13041244382877676
212015,0.07989611600836118,3,0.40988886,SC,0.1949214135957761
