subject,rel_between_session,rel_within_session_run1
849264,0.4459369,0.33223554
849971,0.3149803,0.16945384
852455,0.56149745,0.41545483
856766,0.5201152,0.21829212
856968,0.17622966,0.2660042
857263,0.54915166,0.42763698
859671,0.3688222,0.21978918
861456,0.42695984,0.2611299
865363,0.34166226,0.08471883
867468,0.24800491,0.13926665
869472,0.5299273,0.30737302
870861,0.49375212,0.3811163
871762,0.41604042,0.3774972
871964,0.46222454,0.41959703
872158,0.4614097,0.3909502
872562,0.47774783,0.36701134
872764,0.53168416,0.4322492
873968,0.389925,0.08979505
877168,0.5461932,0.4209693
877269,0.5442601,0.2419586
878776,0.23893471,0.1953864
878877,0.5887434,0.44845793
880157,0.4111706,0.38009542
882161,0.45204592,0.21090183
884064,0.6204032,0.51576793
885975,0.5066095,0.24500316
886674,0.5333535,0.36780193
887373,0.59258133,0.37348402
888678,0.5328007,0.43855378
889579,0.45937124,0.3405551
891667,0.5802884,0.4291455
894067,0.4328824,0.21154092
894673,0.4104993,0.2880936
894774,0.3086511,0.15392563
896778,0.3901727,0.22756954
896879,0.57921016,0.32190087
898176,0.561288,0.36544552
899885,0.5351082,0.39569652
901038,0.38927394,0.24860878
901139,0.3967322,0.34836537
901442,0.42185953,0.25139022
902242,0.40691456,0.299776
904044,0.6689677,0.53650904
905147,0.5050675,0.37936544
907656,0.51632494,0.23587295
908860,0.4419043,0.31502354
910241,0.5226829,0.4117198
910443,0.59287035,0.45036152
911849,0.3874467,0.31470418
912447,0.48488188,0.3876052
917255,0.5467759,0.33110946
917558,0.53477263,0.3590334
919966,0.5813589,0.48570368
922854,0.46482998,0.3966003
923755,0.43994933,0.34850404
926862,0.50854796,0.18840742
927359,0.33834815,0.38587666
930449,0.15541916,0.3925427
932554,0.5367246,0.46407446
933253,0.44768077,0.31568548
937160,0.3822149,0.29270148
942658,0.4562911,0.19680332
943862,0.46407366,0.38531214
947668,0.3661149,0.21567035
951457,0.3679947,0.30045566
952863,0.5936409,0.30109993
955465,0.4829049,0.3092562
957974,0.2867791,0.33164695
958976,0.3925584,0.30657557
959574,0.3390366,0.42770427
962058,0.40152588,0.42868364
965367,0.54828304,0.2124213
965771,0.49044934,0.3845835
966975,0.34350908,0.285298
969476,0.53468674,0.45790812
970764,0.4035628,0.47068202
971160,0.4918296,0.31247297
978578,0.5761723,0.37525257
979984,0.58052874,0.42470393
983773,0.5677456,0.30396327
984472,0.46300712,0.2883999
987074,0.48110077,0.3730535
987983,0.5333066,0.5225326
989987,0.32501012,0.20898747
990366,0.5792669,0.41202748
991267,0.54412526,0.3391311
992673,0.5257507,0.43908048
992774,0.3559262,0.48135552
993675,0.59813553,0.45194557
994273,0.4047674,0.47771013
996782,0.5839482,0.38805166
