subject,rel_between_session,rel_within_session_run1
117930,0.54525155,0.29287153
118023,0.393192,0.17315765
118124,0.618909,0.3982355
118225,0.45155847,0.2798797
118528,0.61587596,0.44972724
118730,0.43711966,0.37690187
118831,0.4683694,0.28757024
118932,0.47215095,0.3694543
119025,0.57538056,0.45567665
119126,0.4986899,0.31763807
119732,0.5603108,0.43790546
119833,0.32481194,0.2995638
120111,0.549983,0.48929313
120212,0.59492034,0.42555866
120414,0.45981365,0.54504275
120515,0.46020934,0.2682468
120717,0.34667796,0.26859927
121416,0.18075144,0.42383108
121618,0.45988432,0.28694895
121921,0.45654708,0.2771274
122317,0.41619954,0.25087497
122620,0.4684395,0.23331542
122822,0.5552203,0.26198253
123117,0.18966345,0.34894317
123420,0.28643402,0.20491678
123521,0.50140685,0.27031812
123723,0.43934065,0.41674486
123824,0.30324706,0.22440636
123925,0.29169485,0.30507445
124220,0.38883832,0.23237975
124422,0.6355528,0.46071938
124624,0.27081653,0.37507874
124826,0.6134549,0.52842015
125222,0.526833,0.49375322
125424,0.47657263,0.16795692
125525,0.38297045,0.24281129
126325,0.39149332,0.2138788
126426,0.5589489,0.45531645
126628,0.4893759,0.279062
127226,0.30327916,0.16368565
127327,0.33990195,0.31562975
127630,0.40400016,0.2474818
127731,0.17238174,0.36188662
127832,0.4830374,0.2767081
127933,0.346191,0.27511343
128026,0.53573287,0.42435396
128127,0.47478285,0.12906119
128632,0.6373045,0.35499153
128935,0.47196516,0.28825328
129028,0.5387536,0.29825798
129129,0.4478991,0.28439248
129331,0.19473663,0.18113245
129634,0.45354354,0.3879086
130013,0.3597288,0.31516758
130114,0.3445691,0.16526796
130316,0.46879083,0.38505468
130417,0.35935506,0.15687875
130518,0.34879756,0.2590314
130619,0.58421886,0.39947134
130720,0.3637474,0.44067827
130821,0.43139973,0.37828583
130922,0.4413766,0.25317508
131217,0.4343192,0.31195375
131419,0.4833477,0.19829448
131722,0.387558,0.3034813
131823,0.51738274,0.24334389
131924,0.32352346,0.27472118
132017,0.5221093,0.22048454
132118,0.6100502,0.4839707
133019,0.39863425,0.300832
133625,0.5127267,0.37368026
133827,0.39558917,0.415368
133928,0.32766634,0.23004662
134021,0.60118574,0.35450745
134223,0.35318226,0.39043978
134324,0.5470649,0.41064855
134425,0.4003649,0.17477706
134627,0.37782472,0.29235303
134728,0.26206148,0.4087702
134829,0.74511206,0.5495765
135124,0.6186449,0.39212674
135225,0.5075203,0.387986
135528,0.4022706,0.2948619
