parcellation,seed,estimator,input_set,target
Glasser,1,bayesian_ridge,obs_SC,age
Glasser,1,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,1,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,1,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,1,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,1,bayesian_ridge,obs_FC+obs_SC,age
Glasser,1,bayesian_ridge,pred_SC,CogTotal
Glasser,1,bayesian_ridge,pred_SC,CogFluid
Glasser,1,bayesian_ridge,pred_SC,CogCryst
Glasser,1,bayesian_ridge,pred_SC,sex
Glasser,1,bayesian_ridge,pred_SC,age
Glasser,1,bayesian_ridge,pred_FC,CogTotal
Glasser,1,bayesian_ridge,pred_FC,CogFluid
Glasser,1,bayesian_ridge,pred_FC,CogCryst
Glasser,1,bayesian_ridge,pred_FC,sex
Glasser,1,bayesian_ridge,pred_FC,age
Glasser,1,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,1,bayesian_ridge,obs_FC+bv+demo,age
Glasser,1,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,1,bayesian_ridge,obs_SC+bv+demo,age
Glasser,1,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,1,bayesian_ridge,pred_SC+bv+demo,age
Glasser,1,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,1,bayesian_ridge,pred_FC+bv+demo,age
Glasser,1,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,1,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,1,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,1,bayesian_ridge,pred_FC+bv,sex
Glasser,1,bayesian_ridge,pred_FC+bv,age
Glasser,1,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,1,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,1,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,1,bayesian_ridge,pred_SC+bv,sex
Glasser,1,bayesian_ridge,pred_SC+bv,age
Glasser,1,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,1,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,1,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,1,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,1,bayesian_ridge,obs_SC+pred_FC,age
Glasser,1,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,1,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,1,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,1,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,1,bayesian_ridge,obs_FC+pred_SC,age
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,1,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,1,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,1,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,1,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,1,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,1,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,1,bayesian_ridge,everything,CogTotal
Glasser,1,bayesian_ridge,everything,CogFluid
Glasser,1,bayesian_ridge,everything,CogCryst
Glasser,1,bayesian_ridge,everything,sex
Glasser,1,bayesian_ridge,everything,age
Glasser,2,bayesian_ridge,bv+demo,CogTotal
Glasser,2,bayesian_ridge,bv+demo,CogFluid
Glasser,2,bayesian_ridge,bv+demo,CogCryst
Glasser,2,bayesian_ridge,bv+demo,sex
Glasser,2,bayesian_ridge,bv+demo,age
Glasser,2,bayesian_ridge,obs_FC,CogTotal
Glasser,2,bayesian_ridge,obs_FC,CogFluid
Glasser,2,bayesian_ridge,obs_FC,CogCryst
Glasser,2,bayesian_ridge,obs_FC,sex
Glasser,2,bayesian_ridge,obs_FC,age
Glasser,2,bayesian_ridge,obs_SC,CogTotal
Glasser,2,bayesian_ridge,obs_SC,CogFluid
Glasser,2,bayesian_ridge,obs_SC,CogCryst
Glasser,2,bayesian_ridge,obs_SC,sex
Glasser,2,bayesian_ridge,obs_SC,age
Glasser,2,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,2,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,2,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,2,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,2,bayesian_ridge,obs_FC+obs_SC,age
Glasser,2,bayesian_ridge,pred_SC,CogTotal
Glasser,2,bayesian_ridge,pred_SC,CogFluid
Glasser,2,bayesian_ridge,pred_SC,CogCryst
Glasser,2,bayesian_ridge,pred_SC,sex
Glasser,2,bayesian_ridge,pred_SC,age
Glasser,2,bayesian_ridge,pred_FC,CogTotal
Glasser,2,bayesian_ridge,pred_FC,CogFluid
Glasser,2,bayesian_ridge,pred_FC,CogCryst
Glasser,2,bayesian_ridge,pred_FC,sex
Glasser,2,bayesian_ridge,pred_FC,age
Glasser,2,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,2,bayesian_ridge,obs_FC+bv+demo,age
Glasser,2,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,2,bayesian_ridge,obs_SC+bv+demo,age
Glasser,2,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,2,bayesian_ridge,pred_SC+bv+demo,age
Glasser,2,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,2,bayesian_ridge,pred_FC+bv+demo,age
Glasser,2,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,2,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,2,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,2,bayesian_ridge,pred_FC+bv,sex
Glasser,2,bayesian_ridge,pred_FC+bv,age
Glasser,2,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,2,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,2,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,2,bayesian_ridge,pred_SC+bv,sex
Glasser,2,bayesian_ridge,pred_SC+bv,age
Glasser,2,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,2,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,2,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,2,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,2,bayesian_ridge,obs_SC+pred_FC,age
Glasser,2,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,2,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,2,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,2,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,2,bayesian_ridge,obs_FC+pred_SC,age
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,2,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,2,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,2,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,2,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,2,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,2,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,2,bayesian_ridge,everything,CogTotal
Glasser,2,bayesian_ridge,everything,CogFluid
Glasser,2,bayesian_ridge,everything,CogCryst
Glasser,2,bayesian_ridge,everything,sex
Glasser,2,bayesian_ridge,everything,age
Glasser,3,bayesian_ridge,bv+demo,CogTotal
Glasser,3,bayesian_ridge,bv+demo,CogFluid
Glasser,3,bayesian_ridge,bv+demo,CogCryst
Glasser,3,bayesian_ridge,bv+demo,sex
Glasser,3,bayesian_ridge,bv+demo,age
Glasser,3,bayesian_ridge,obs_FC,CogTotal
Glasser,3,bayesian_ridge,obs_FC,CogFluid
Glasser,3,bayesian_ridge,obs_FC,CogCryst
Glasser,3,bayesian_ridge,obs_FC,sex
Glasser,3,bayesian_ridge,obs_FC,age
Glasser,3,bayesian_ridge,obs_SC,CogTotal
Glasser,3,bayesian_ridge,obs_SC,CogFluid
Glasser,3,bayesian_ridge,obs_SC,CogCryst
Glasser,3,bayesian_ridge,obs_SC,sex
Glasser,3,bayesian_ridge,obs_SC,age
Glasser,3,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,3,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,3,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,3,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,3,bayesian_ridge,obs_FC+obs_SC,age
Glasser,3,bayesian_ridge,pred_SC,CogTotal
Glasser,3,bayesian_ridge,pred_SC,CogFluid
Glasser,3,bayesian_ridge,pred_SC,CogCryst
Glasser,3,bayesian_ridge,pred_SC,sex
Glasser,3,bayesian_ridge,pred_SC,age
Glasser,3,bayesian_ridge,pred_FC,CogTotal
Glasser,3,bayesian_ridge,pred_FC,CogFluid
Glasser,3,bayesian_ridge,pred_FC,CogCryst
Glasser,3,bayesian_ridge,pred_FC,sex
Glasser,3,bayesian_ridge,pred_FC,age
Glasser,3,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,3,bayesian_ridge,obs_FC+bv+demo,age
Glasser,3,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,3,bayesian_ridge,obs_SC+bv+demo,age
Glasser,3,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,3,bayesian_ridge,pred_SC+bv+demo,age
Glasser,3,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,3,bayesian_ridge,pred_FC+bv+demo,age
Glasser,3,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,3,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,3,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,3,bayesian_ridge,pred_FC+bv,sex
Glasser,3,bayesian_ridge,pred_FC+bv,age
Glasser,3,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,3,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,3,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,3,bayesian_ridge,pred_SC+bv,sex
Glasser,3,bayesian_ridge,pred_SC+bv,age
Glasser,3,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,3,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,3,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,3,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,3,bayesian_ridge,obs_SC+pred_FC,age
Glasser,3,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,3,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,3,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,3,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,3,bayesian_ridge,obs_FC+pred_SC,age
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,3,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,3,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,3,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,3,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,3,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,3,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,3,bayesian_ridge,everything,CogTotal
Glasser,3,bayesian_ridge,everything,CogFluid
Glasser,3,bayesian_ridge,everything,CogCryst
Glasser,3,bayesian_ridge,everything,sex
Glasser,3,bayesian_ridge,everything,age
Glasser,4,bayesian_ridge,bv+demo,CogTotal
Glasser,4,bayesian_ridge,bv+demo,CogFluid
Glasser,4,bayesian_ridge,bv+demo,CogCryst
Glasser,4,bayesian_ridge,bv+demo,sex
Glasser,4,bayesian_ridge,bv+demo,age
Glasser,4,bayesian_ridge,obs_FC,CogTotal
Glasser,4,bayesian_ridge,obs_FC,CogFluid
Glasser,4,bayesian_ridge,obs_FC,CogCryst
Glasser,4,bayesian_ridge,obs_FC,sex
Glasser,4,bayesian_ridge,obs_FC,age
Glasser,4,bayesian_ridge,obs_SC,CogTotal
Glasser,4,bayesian_ridge,obs_SC,CogFluid
Glasser,4,bayesian_ridge,obs_SC,CogCryst
Glasser,4,bayesian_ridge,obs_SC,sex
Glasser,4,bayesian_ridge,obs_SC,age
Glasser,4,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,4,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,4,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,4,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,4,bayesian_ridge,obs_FC+obs_SC,age
Glasser,4,bayesian_ridge,pred_SC,CogTotal
Glasser,4,bayesian_ridge,pred_SC,CogFluid
Glasser,4,bayesian_ridge,pred_SC,CogCryst
Glasser,4,bayesian_ridge,pred_SC,sex
Glasser,4,bayesian_ridge,pred_SC,age
Glasser,4,bayesian_ridge,pred_FC,CogTotal
Glasser,4,bayesian_ridge,pred_FC,CogFluid
Glasser,4,bayesian_ridge,pred_FC,CogCryst
Glasser,4,bayesian_ridge,pred_FC,sex
Glasser,4,bayesian_ridge,pred_FC,age
Glasser,4,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,4,bayesian_ridge,obs_FC+bv+demo,age
Glasser,4,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,4,bayesian_ridge,obs_SC+bv+demo,age
Glasser,4,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,4,bayesian_ridge,pred_SC+bv+demo,age
Glasser,4,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,4,bayesian_ridge,pred_FC+bv+demo,age
Glasser,4,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,4,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,4,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,4,bayesian_ridge,pred_FC+bv,sex
Glasser,4,bayesian_ridge,pred_FC+bv,age
Glasser,4,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,4,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,4,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,4,bayesian_ridge,pred_SC+bv,sex
Glasser,4,bayesian_ridge,pred_SC+bv,age
Glasser,4,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,4,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,4,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,4,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,4,bayesian_ridge,obs_SC+pred_FC,age
Glasser,4,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,4,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,4,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,4,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,4,bayesian_ridge,obs_FC+pred_SC,age
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,4,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,4,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,4,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,4,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,4,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,4,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,4,bayesian_ridge,everything,CogTotal
Glasser,4,bayesian_ridge,everything,CogFluid
Glasser,4,bayesian_ridge,everything,CogCryst
Glasser,4,bayesian_ridge,everything,sex
Glasser,4,bayesian_ridge,everything,age
Glasser,5,bayesian_ridge,bv+demo,CogTotal
