parcellation,seed,estimator,input_set,target
Glasser,5,bayesian_ridge,bv+demo,CogFluid
Glasser,5,bayesian_ridge,bv+demo,CogCryst
Glasser,5,bayesian_ridge,bv+demo,sex
Glasser,5,bayesian_ridge,bv+demo,age
Glasser,5,bayesian_ridge,obs_FC,CogTotal
Glasser,5,bayesian_ridge,obs_FC,CogFluid
Glasser,5,bayesian_ridge,obs_FC,CogCryst
Glasser,5,bayesian_ridge,obs_FC,sex
Glasser,5,bayesian_ridge,obs_FC,age
Glasser,5,bayesian_ridge,obs_SC,CogTotal
Glasser,5,bayesian_ridge,obs_SC,CogFluid
Glasser,5,bayesian_ridge,obs_SC,CogCryst
Glasser,5,bayesian_ridge,obs_SC,sex
Glasser,5,bayesian_ridge,obs_SC,age
Glasser,5,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,5,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,5,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,5,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,5,bayesian_ridge,obs_FC+obs_SC,age
Glasser,5,bayesian_ridge,pred_SC,CogTotal
Glasser,5,bayesian_ridge,pred_SC,CogFluid
Glasser,5,bayesian_ridge,pred_SC,CogCryst
Glasser,5,bayesian_ridge,pred_SC,sex
Glasser,5,bayesian_ridge,pred_SC,age
Glasser,5,bayesian_ridge,pred_FC,CogTotal
Glasser,5,bayesian_ridge,pred_FC,CogFluid
Glasser,5,bayesian_ridge,pred_FC,CogCryst
Glasser,5,bayesian_ridge,pred_FC,sex
Glasser,5,bayesian_ridge,pred_FC,age
Glasser,5,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,5,bayesian_ridge,obs_FC+bv+demo,age
Glasser,5,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,5,bayesian_ridge,obs_SC+bv+demo,age
Glasser,5,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,5,bayesian_ridge,pred_SC+bv+demo,age
Glasser,5,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,5,bayesian_ridge,pred_FC+bv+demo,age
Glasser,5,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,5,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,5,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,5,bayesian_ridge,pred_FC+bv,sex
Glasser,5,bayesian_ridge,pred_FC+bv,age
Glasser,5,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,5,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,5,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,5,bayesian_ridge,pred_SC+bv,sex
Glasser,5,bayesian_ridge,pred_SC+bv,age
Glasser,5,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,5,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,5,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,5,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,5,bayesian_ridge,obs_SC+pred_FC,age
Glasser,5,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,5,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,5,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,5,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,5,bayesian_ridge,obs_FC+pred_SC,age
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,5,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,5,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,5,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,5,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,5,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,5,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,5,bayesian_ridge,everything,CogTotal
Glasser,5,bayesian_ridge,everything,CogFluid
Glasser,5,bayesian_ridge,everything,CogCryst
Glasser,5,bayesian_ridge,everything,sex
Glasser,5,bayesian_ridge,everything,age
Glasser,6,bayesian_ridge,bv+demo,CogTotal
Glasser,6,bayesian_ridge,bv+demo,CogFluid
Glasser,6,bayesian_ridge,bv+demo,CogCryst
Glasser,6,bayesian_ridge,bv+demo,sex
Glasser,6,bayesian_ridge,bv+demo,age
Glasser,6,bayesian_ridge,obs_FC,CogTotal
Glasser,6,bayesian_ridge,obs_FC,CogFluid
Glasser,6,bayesian_ridge,obs_FC,CogCryst
Glasser,6,bayesian_ridge,obs_FC,sex
Glasser,6,bayesian_ridge,obs_FC,age
Glasser,6,bayesian_ridge,obs_SC,CogTotal
Glasser,6,bayesian_ridge,obs_SC,CogFluid
Glasser,6,bayesian_ridge,obs_SC,CogCryst
Glasser,6,bayesian_ridge,obs_SC,sex
Glasser,6,bayesian_ridge,obs_SC,age
Glasser,6,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,6,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,6,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,6,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,6,bayesian_ridge,obs_FC+obs_SC,age
Glasser,6,bayesian_ridge,pred_SC,CogTotal
Glasser,6,bayesian_ridge,pred_SC,CogFluid
Glasser,6,bayesian_ridge,pred_SC,CogCryst
Glasser,6,bayesian_ridge,pred_SC,sex
Glasser,6,bayesian_ridge,pred_SC,age
Glasser,6,bayesian_ridge,pred_FC,CogTotal
Glasser,6,bayesian_ridge,pred_FC,CogFluid
Glasser,6,bayesian_ridge,pred_FC,CogCryst
Glasser,6,bayesian_ridge,pred_FC,sex
Glasser,6,bayesian_ridge,pred_FC,age
Glasser,6,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,6,bayesian_ridge,obs_FC+bv+demo,age
Glasser,6,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,6,bayesian_ridge,obs_SC+bv+demo,age
Glasser,6,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,6,bayesian_ridge,pred_SC+bv+demo,age
Glasser,6,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,6,bayesian_ridge,pred_FC+bv+demo,age
Glasser,6,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,6,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,6,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,6,bayesian_ridge,pred_FC+bv,sex
Glasser,6,bayesian_ridge,pred_FC+bv,age
Glasser,6,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,6,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,6,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,6,bayesian_ridge,pred_SC+bv,sex
Glasser,6,bayesian_ridge,pred_SC+bv,age
Glasser,6,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,6,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,6,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,6,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,6,bayesian_ridge,obs_SC+pred_FC,age
Glasser,6,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,6,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,6,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,6,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,6,bayesian_ridge,obs_FC+pred_SC,age
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,6,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,6,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,6,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,6,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,6,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,6,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,6,bayesian_ridge,everything,CogTotal
Glasser,6,bayesian_ridge,everything,CogFluid
Glasser,6,bayesian_ridge,everything,CogCryst
Glasser,6,bayesian_ridge,everything,sex
Glasser,6,bayesian_ridge,everything,age
Glasser,7,bayesian_ridge,bv+demo,CogTotal
Glasser,7,bayesian_ridge,bv+demo,CogFluid
Glasser,7,bayesian_ridge,bv+demo,CogCryst
Glasser,7,bayesian_ridge,bv+demo,sex
Glasser,7,bayesian_ridge,bv+demo,age
Glasser,7,bayesian_ridge,obs_FC,CogTotal
Glasser,7,bayesian_ridge,obs_FC,CogFluid
Glasser,7,bayesian_ridge,obs_FC,CogCryst
Glasser,7,bayesian_ridge,obs_FC,sex
Glasser,7,bayesian_ridge,obs_FC,age
Glasser,7,bayesian_ridge,obs_SC,CogTotal
Glasser,7,bayesian_ridge,obs_SC,CogFluid
Glasser,7,bayesian_ridge,obs_SC,CogCryst
Glasser,7,bayesian_ridge,obs_SC,sex
Glasser,7,bayesian_ridge,obs_SC,age
Glasser,7,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,7,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,7,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,7,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,7,bayesian_ridge,obs_FC+obs_SC,age
Glasser,7,bayesian_ridge,pred_SC,CogTotal
Glasser,7,bayesian_ridge,pred_SC,CogFluid
Glasser,7,bayesian_ridge,pred_SC,CogCryst
Glasser,7,bayesian_ridge,pred_SC,sex
Glasser,7,bayesian_ridge,pred_SC,age
Glasser,7,bayesian_ridge,pred_FC,CogTotal
Glasser,7,bayesian_ridge,pred_FC,CogFluid
Glasser,7,bayesian_ridge,pred_FC,CogCryst
Glasser,7,bayesian_ridge,pred_FC,sex
Glasser,7,bayesian_ridge,pred_FC,age
Glasser,7,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,7,bayesian_ridge,obs_FC+bv+demo,age
Glasser,7,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,7,bayesian_ridge,obs_SC+bv+demo,age
Glasser,7,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,7,bayesian_ridge,pred_SC+bv+demo,age
Glasser,7,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,7,bayesian_ridge,pred_FC+bv+demo,age
Glasser,7,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,7,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,7,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,7,bayesian_ridge,pred_FC+bv,sex
Glasser,7,bayesian_ridge,pred_FC+bv,age
Glasser,7,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,7,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,7,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,7,bayesian_ridge,pred_SC+bv,sex
Glasser,7,bayesian_ridge,pred_SC+bv,age
Glasser,7,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,7,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,7,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,7,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,7,bayesian_ridge,obs_SC+pred_FC,age
Glasser,7,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,7,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,7,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,7,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,7,bayesian_ridge,obs_FC+pred_SC,age
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,7,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,7,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,7,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,7,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,7,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,7,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,7,bayesian_ridge,everything,CogTotal
Glasser,7,bayesian_ridge,everything,CogFluid
Glasser,7,bayesian_ridge,everything,CogCryst
Glasser,7,bayesian_ridge,everything,sex
Glasser,7,bayesian_ridge,everything,age
Glasser,8,bayesian_ridge,bv+demo,CogTotal
Glasser,8,bayesian_ridge,bv+demo,CogFluid
Glasser,8,bayesian_ridge,bv+demo,CogCryst
Glasser,8,bayesian_ridge,bv+demo,sex
Glasser,8,bayesian_ridge,bv+demo,age
Glasser,8,bayesian_ridge,obs_FC,CogTotal
Glasser,8,bayesian_ridge,obs_FC,CogFluid
Glasser,8,bayesian_ridge,obs_FC,CogCryst
Glasser,8,bayesian_ridge,obs_FC,sex
Glasser,8,bayesian_ridge,obs_FC,age
Glasser,8,bayesian_ridge,obs_SC,CogTotal
Glasser,8,bayesian_ridge,obs_SC,CogFluid
Glasser,8,bayesian_ridge,obs_SC,CogCryst
Glasser,8,bayesian_ridge,obs_SC,sex
Glasser,8,bayesian_ridge,obs_SC,age
Glasser,8,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,8,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,8,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,8,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,8,bayesian_ridge,obs_FC+obs_SC,age
Glasser,8,bayesian_ridge,pred_SC,CogTotal
Glasser,8,bayesian_ridge,pred_SC,CogFluid
Glasser,8,bayesian_ridge,pred_SC,CogCryst
Glasser,8,bayesian_ridge,pred_SC,sex
Glasser,8,bayesian_ridge,pred_SC,age
Glasser,8,bayesian_ridge,pred_FC,CogTotal
Glasser,8,bayesian_ridge,pred_FC,CogFluid
Glasser,8,bayesian_ridge,pred_FC,CogCryst
Glasser,8,bayesian_ridge,pred_FC,sex
Glasser,8,bayesian_ridge,pred_FC,age
Glasser,8,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,8,bayesian_ridge,obs_FC+bv+demo,age
Glasser,8,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,8,bayesian_ridge,obs_SC+bv+demo,age
Glasser,8,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,8,bayesian_ridge,pred_SC+bv+demo,age
Glasser,8,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,8,bayesian_ridge,pred_FC+bv+demo,age
Glasser,8,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,8,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,8,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,8,bayesian_ridge,pred_FC+bv,sex
Glasser,8,bayesian_ridge,pred_FC+bv,age
Glasser,8,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,8,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,8,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,8,bayesian_ridge,pred_SC+bv,sex
Glasser,8,bayesian_ridge,pred_SC+bv,age
Glasser,8,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,8,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,8,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,8,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,8,bayesian_ridge,obs_SC+pred_FC,age
Glasser,8,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,8,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,8,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,8,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,8,bayesian_ridge,obs_FC+pred_SC,age
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,8,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,8,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,8,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,8,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,8,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,8,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,8,bayesian_ridge,everything,CogTotal
Glasser,8,bayesian_ridge,everything,CogFluid
Glasser,8,bayesian_ridge,everything,CogCryst
Glasser,8,bayesian_ridge,everything,sex
Glasser,8,bayesian_ridge,everything,age
Glasser,9,bayesian_ridge,bv+demo,CogTotal
Glasser,9,bayesian_ridge,bv+demo,CogFluid
Glasser,9,bayesian_ridge,bv+demo,CogCryst
Glasser,9,bayesian_ridge,bv+demo,sex
Glasser,9,bayesian_ridge,bv+demo,age
Glasser,9,bayesian_ridge,obs_FC,CogTotal
Glasser,9,bayesian_ridge,obs_FC,CogFluid
Glasser,9,bayesian_ridge,obs_FC,CogCryst
Glasser,9,bayesian_ridge,obs_FC,sex
Glasser,9,bayesian_ridge,obs_FC,age
Glasser,9,bayesian_ridge,obs_SC,CogTotal
Glasser,9,bayesian_ridge,obs_SC,CogFluid
Glasser,9,bayesian_ridge,obs_SC,CogCryst
Glasser,9,bayesian_ridge,obs_SC,sex
Glasser,9,bayesian_ridge,obs_SC,age
Glasser,9,bayesian_ridge,obs_FC+obs_SC,CogTotal
Glasser,9,bayesian_ridge,obs_FC+obs_SC,CogFluid
Glasser,9,bayesian_ridge,obs_FC+obs_SC,CogCryst
Glasser,9,bayesian_ridge,obs_FC+obs_SC,sex
Glasser,9,bayesian_ridge,obs_FC+obs_SC,age
Glasser,9,bayesian_ridge,pred_SC,CogTotal
Glasser,9,bayesian_ridge,pred_SC,CogFluid
Glasser,9,bayesian_ridge,pred_SC,CogCryst
Glasser,9,bayesian_ridge,pred_SC,sex
Glasser,9,bayesian_ridge,pred_SC,age
Glasser,9,bayesian_ridge,pred_FC,CogTotal
Glasser,9,bayesian_ridge,pred_FC,CogFluid
Glasser,9,bayesian_ridge,pred_FC,CogCryst
Glasser,9,bayesian_ridge,pred_FC,sex
Glasser,9,bayesian_ridge,pred_FC,age
Glasser,9,bayesian_ridge,obs_FC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,obs_FC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,obs_FC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,obs_FC+bv+demo,sex
Glasser,9,bayesian_ridge,obs_FC+bv+demo,age
Glasser,9,bayesian_ridge,obs_SC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,obs_SC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,obs_SC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,obs_SC+bv+demo,sex
Glasser,9,bayesian_ridge,obs_SC+bv+demo,age
Glasser,9,bayesian_ridge,pred_SC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,pred_SC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,pred_SC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,pred_SC+bv+demo,sex
Glasser,9,bayesian_ridge,pred_SC+bv+demo,age
Glasser,9,bayesian_ridge,pred_FC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,pred_FC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,pred_FC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,pred_FC+bv+demo,sex
Glasser,9,bayesian_ridge,pred_FC+bv+demo,age
Glasser,9,bayesian_ridge,pred_FC+bv,CogTotal
Glasser,9,bayesian_ridge,pred_FC+bv,CogFluid
Glasser,9,bayesian_ridge,pred_FC+bv,CogCryst
Glasser,9,bayesian_ridge,pred_FC+bv,sex
Glasser,9,bayesian_ridge,pred_FC+bv,age
Glasser,9,bayesian_ridge,pred_SC+bv,CogTotal
Glasser,9,bayesian_ridge,pred_SC+bv,CogFluid
Glasser,9,bayesian_ridge,pred_SC+bv,CogCryst
Glasser,9,bayesian_ridge,pred_SC+bv,sex
Glasser,9,bayesian_ridge,pred_SC+bv,age
Glasser,9,bayesian_ridge,obs_SC+pred_FC,CogTotal
Glasser,9,bayesian_ridge,obs_SC+pred_FC,CogFluid
Glasser,9,bayesian_ridge,obs_SC+pred_FC,CogCryst
Glasser,9,bayesian_ridge,obs_SC+pred_FC,sex
Glasser,9,bayesian_ridge,obs_SC+pred_FC,age
Glasser,9,bayesian_ridge,obs_FC+pred_SC,CogTotal
Glasser,9,bayesian_ridge,obs_FC+pred_SC,CogFluid
Glasser,9,bayesian_ridge,obs_FC+pred_SC,CogCryst
Glasser,9,bayesian_ridge,obs_FC+pred_SC,sex
Glasser,9,bayesian_ridge,obs_FC+pred_SC,age
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv,CogTotal
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv,CogFluid
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv,CogCryst
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv,sex
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv,age
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv+demo,sex
Glasser,9,bayesian_ridge,obs_FC+pred_SC+bv+demo,age
Glasser,9,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogTotal
Glasser,9,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogFluid
Glasser,9,bayesian_ridge,obs_SC+pred_FC+bv+demo,CogCryst
Glasser,9,bayesian_ridge,obs_SC+pred_FC+bv+demo,sex
Glasser,9,bayesian_ridge,obs_SC+pred_FC+bv+demo,age
Glasser,9,bayesian_ridge,everything,CogTotal
Glasser,9,bayesian_ridge,everything,CogFluid
Glasser,9,bayesian_ridge,everything,CogCryst
Glasser,9,bayesian_ridge,everything,sex
Glasser,9,bayesian_ridge,everything,age
